Set   ,   Time[azi_000_ele_000]   ,   Error[azi_000_ele_000]   ,   Con[azi_000_ele_000]   ,   Error[azi_000_ele_000]   ,   SCD[azi_000_ele_000]   ,   Error[azi_000_ele_000]   ,   Shift[azi_000_ele_000]   ,   Error[azi_000_ele_000]   ,   Squeeze[azi_000_ele_000]   ,   Error[azi_000_ele_000]   ,   Time[azi_000_ele_030]   ,   Error[azi_000_ele_030]   ,   Con[azi_000_ele_030]   ,   Error[azi_000_ele_030]   ,   SCD[azi_000_ele_030]   ,   Error[azi_000_ele_030]   ,   Shift[azi_000_ele_030]   ,   Error[azi_000_ele_030]   ,   Squeeze[azi_000_ele_030]   ,   Error[azi_000_ele_030]   ,   Time[azi_000_ele_075]   ,   Error[azi_000_ele_075]   ,   Con[azi_000_ele_075]   ,   Error[azi_000_ele_075]   ,   SCD[azi_000_ele_075]   ,   Error[azi_000_ele_075]   ,   Shift[azi_000_ele_075]   ,   Error[azi_000_ele_075]   ,   Squeeze[azi_000_ele_075]   ,   Error[azi_000_ele_075]   ,   Time[azi_030_ele_000]   ,   Error[azi_030_ele_000]   ,   Con[azi_030_ele_000]   ,   Error[azi_030_ele_000]   ,   SCD[azi_030_ele_000]   ,   Error[azi_030_ele_000]   ,   Shift[azi_030_ele_000]   ,   Error[azi_030_ele_000]   ,   Squeeze[azi_030_ele_000]   ,   Error[azi_030_ele_000]   ,   Time[azi_030_ele_015]   ,   Error[azi_030_ele_015]   ,   Con[azi_030_ele_015]   ,   Error[azi_030_ele_015]   ,   SCD[azi_030_ele_015]   ,   Error[azi_030_ele_015]   ,   Shift[azi_030_ele_015]   ,   Error[azi_030_ele_015]   ,   Squeeze[azi_030_ele_015]   ,   Error[azi_030_ele_015]   ,   Time[azi_030_ele_030]   ,   Error[azi_030_ele_030]   ,   Con[azi_030_ele_030]   ,   Error[azi_030_ele_030]   ,   SCD[azi_030_ele_030]   ,   Error[azi_030_ele_030]   ,   Shift[azi_030_ele_030]   ,   Error[azi_030_ele_030]   ,   Squeeze[azi_030_ele_030]   ,   Error[azi_030_ele_030]   ,   Time[azi_030_ele_060]   ,   Error[azi_030_ele_060]   ,   Con[azi_030_ele_060]   ,   Error[azi_030_ele_060]   ,   SCD[azi_030_ele_060]   ,   Error[azi_030_ele_060]   ,   Shift[azi_030_ele_060]   ,   Error[azi_030_ele_060]   ,   Squeeze[azi_030_ele_060]   ,   Error[azi_030_ele_060]   ,   Time[azi_030_ele_075]   ,   Error[azi_030_ele_075]   ,   Con[azi_030_ele_075]   ,   Error[azi_030_ele_075]   ,   SCD[azi_030_ele_075]   ,   Error[azi_030_ele_075]   ,   Shift[azi_030_ele_075]   ,   Error[azi_030_ele_075]   ,   Squeeze[azi_030_ele_075]   ,   Error[azi_030_ele_075]   ,   Time[azi_030_ele_090]   ,   Error[azi_030_ele_090]   ,   Con[azi_030_ele_090]   ,   Error[azi_030_ele_090]   ,   SCD[azi_030_ele_090]   ,   Error[azi_030_ele_090]   ,   Shift[azi_030_ele_090]   ,   Error[azi_030_ele_090]   ,   Squeeze[azi_030_ele_090]   ,   Error[azi_030_ele_090]   ,   Time[azi_060_ele_000]   ,   Error[azi_060_ele_000]   ,   Con[azi_060_ele_000]   ,   Error[azi_060_ele_000]   ,   SCD[azi_060_ele_000]   ,   Error[azi_060_ele_000]   ,   Shift[azi_060_ele_000]   ,   Error[azi_060_ele_000]   ,   Squeeze[azi_060_ele_000]   ,   Error[azi_060_ele_000]   ,   Time[azi_060_ele_015]   ,   Error[azi_060_ele_015]   ,   Con[azi_060_ele_015]   ,   Error[azi_060_ele_015]   ,   SCD[azi_060_ele_015]   ,   Error[azi_060_ele_015]   ,   Shift[azi_060_ele_015]   ,   Error[azi_060_ele_015]   ,   Squeeze[azi_060_ele_015]   ,   Error[azi_060_ele_015]   ,   Time[azi_060_ele_030]   ,   Error[azi_060_ele_030]   ,   Con[azi_060_ele_030]   ,   Error[azi_060_ele_030]   ,   SCD[azi_060_ele_030]   ,   Error[azi_060_ele_030]   ,   Shift[azi_060_ele_030]   ,   Error[azi_060_ele_030]   ,   Squeeze[azi_060_ele_030]   ,   Error[azi_060_ele_030]   ,   Time[azi_060_ele_060]   ,   Error[azi_060_ele_060]   ,   Con[azi_060_ele_060]   ,   Error[azi_060_ele_060]   ,   SCD[azi_060_ele_060]   ,   Error[azi_060_ele_060]   ,   Shift[azi_060_ele_060]   ,   Error[azi_060_ele_060]   ,   Squeeze[azi_060_ele_060]   ,   Error[azi_060_ele_060]   ,   Time[azi_060_ele_075]   ,   Error[azi_060_ele_075]   ,   Con[azi_060_ele_075]   ,   Error[azi_060_ele_075]   ,   SCD[azi_060_ele_075]   ,   Error[azi_060_ele_075]   ,   Shift[azi_060_ele_075]   ,   Error[azi_060_ele_075]   ,   Squeeze[azi_060_ele_075]   ,   Error[azi_060_ele_075]   ,   Time[azi_060_ele_090]   ,   Error[azi_060_ele_090]   ,   Con[azi_060_ele_090]   ,   Error[azi_060_ele_090]   ,   SCD[azi_060_ele_090]   ,   Error[azi_060_ele_090]   ,   Shift[azi_060_ele_090]   ,   Error[azi_060_ele_090]   ,   Squeeze[azi_060_ele_090]   ,   Error[azi_060_ele_090]   ,   Time[azi_090_ele_000]   ,   Error[azi_090_ele_000]   ,   Con[azi_090_ele_000]   ,   Error[azi_090_ele_000]   ,   SCD[azi_090_ele_000]   ,   Error[azi_090_ele_000]   ,   Shift[azi_090_ele_000]   ,   Error[azi_090_ele_000]   ,   Squeeze[azi_090_ele_000]   ,   Error[azi_090_ele_000]   ,   Time[azi_090_ele_015]   ,   Error[azi_090_ele_015]   ,   Con[azi_090_ele_015]   ,   Error[azi_090_ele_015]   ,   SCD[azi_090_ele_015]   ,   Error[azi_090_ele_015]   ,   Shift[azi_090_ele_015]   ,   Error[azi_090_ele_015]   ,   Squeeze[azi_090_ele_015]   ,   Error[azi_090_ele_015]   ,   Time[azi_090_ele_030]   ,   Error[azi_090_ele_030]   ,   Con[azi_090_ele_030]   ,   Error[azi_090_ele_030]   ,   SCD[azi_090_ele_030]   ,   Error[azi_090_ele_030]   ,   Shift[azi_090_ele_030]   ,   Error[azi_090_ele_030]   ,   Squeeze[azi_090_ele_030]   ,   Error[azi_090_ele_030]   ,   Time[azi_090_ele_060]   ,   Error[azi_090_ele_060]   ,   Con[azi_090_ele_060]   ,   Error[azi_090_ele_060]   ,   SCD[azi_090_ele_060]   ,   Error[azi_090_ele_060]   ,   Shift[azi_090_ele_060]   ,   Error[azi_090_ele_060]   ,   Squeeze[azi_090_ele_060]   ,   Error[azi_090_ele_060]   ,   Time[azi_090_ele_075]   ,   Error[azi_090_ele_075]   ,   Con[azi_090_ele_075]   ,   Error[azi_090_ele_075]   ,   SCD[azi_090_ele_075]   ,   Error[azi_090_ele_075]   ,   Shift[azi_090_ele_075]   ,   Error[azi_090_ele_075]   ,   Squeeze[azi_090_ele_075]   ,   Error[azi_090_ele_075]   ,   Time[azi_090_ele_090]   ,   Error[azi_090_ele_090]   ,   Con[azi_090_ele_090]   ,   Error[azi_090_ele_090]   ,   SCD[azi_090_ele_090]   ,   Error[azi_090_ele_090]   ,   Shift[azi_090_ele_090]   ,   Error[azi_090_ele_090]   ,   Squeeze[azi_090_ele_090]   ,   Error[azi_090_ele_090]   ,   Time[azi_120_ele_000]   ,   Error[azi_120_ele_000]   ,   Con[azi_120_ele_000]   ,   Error[azi_120_ele_000]   ,   SCD[azi_120_ele_000]   ,   Error[azi_120_ele_000]   ,   Shift[azi_120_ele_000]   ,   Error[azi_120_ele_000]   ,   Squeeze[azi_120_ele_000]   ,   Error[azi_120_ele_000]   ,   Time[azi_120_ele_015]   ,   Error[azi_120_ele_015]   ,   Con[azi_120_ele_015]   ,   Error[azi_120_ele_015]   ,   SCD[azi_120_ele_015]   ,   Error[azi_120_ele_015]   ,   Shift[azi_120_ele_015]   ,   Error[azi_120_ele_015]   ,   Squeeze[azi_120_ele_015]   ,   Error[azi_120_ele_015]   ,   Time[azi_120_ele_030]   ,   Error[azi_120_ele_030]   ,   Con[azi_120_ele_030]   ,   Error[azi_120_ele_030]   ,   SCD[azi_120_ele_030]   ,   Error[azi_120_ele_030]   ,   Shift[azi_120_ele_030]   ,   Error[azi_120_ele_030]   ,   Squeeze[azi_120_ele_030]   ,   Error[azi_120_ele_030]   ,   Time[azi_120_ele_060]   ,   Error[azi_120_ele_060]   ,   Con[azi_120_ele_060]   ,   Error[azi_120_ele_060]   ,   SCD[azi_120_ele_060]   ,   Error[azi_120_ele_060]   ,   Shift[azi_120_ele_060]   ,   Error[azi_120_ele_060]   ,   Squeeze[azi_120_ele_060]   ,   Error[azi_120_ele_060]   ,   Time[azi_120_ele_075]   ,   Error[azi_120_ele_075]   ,   Con[azi_120_ele_075]   ,   Error[azi_120_ele_075]   ,   SCD[azi_120_ele_075]   ,   Error[azi_120_ele_075]   ,   Shift[azi_120_ele_075]   ,   Error[azi_120_ele_075]   ,   Squeeze[azi_120_ele_075]   ,   Error[azi_120_ele_075]   ,   Time[azi_120_ele_090]   ,   Error[azi_120_ele_090]   ,   Con[azi_120_ele_090]   ,   Error[azi_120_ele_090]   ,   SCD[azi_120_ele_090]   ,   Error[azi_120_ele_090]   ,   Shift[azi_120_ele_090]   ,   Error[azi_120_ele_090]   ,   Squeeze[azi_120_ele_090]   ,   Error[azi_120_ele_090]   ,   Time[azi_150_ele_000]   ,   Error[azi_150_ele_000]   ,   Con[azi_150_ele_000]   ,   Error[azi_150_ele_000]   ,   SCD[azi_150_ele_000]   ,   Error[azi_150_ele_000]   ,   Shift[azi_150_ele_000]   ,   Error[azi_150_ele_000]   ,   Squeeze[azi_150_ele_000]   ,   Error[azi_150_ele_000]   ,   Time[azi_150_ele_015]   ,   Error[azi_150_ele_015]   ,   Con[azi_150_ele_015]   ,   Error[azi_150_ele_015]   ,   SCD[azi_150_ele_015]   ,   Error[azi_150_ele_015]   ,   Shift[azi_150_ele_015]   ,   Error[azi_150_ele_015]   ,   Squeeze[azi_150_ele_015]   ,   Error[azi_150_ele_015]   ,   Time[azi_150_ele_030]   ,   Error[azi_150_ele_030]   ,   Con[azi_150_ele_030]   ,   Error[azi_150_ele_030]   ,   SCD[azi_150_ele_030]   ,   Error[azi_150_ele_030]   ,   Shift[azi_150_ele_030]   ,   Error[azi_150_ele_030]   ,   Squeeze[azi_150_ele_030]   ,   Error[azi_150_ele_030]   ,   Time[azi_150_ele_060]   ,   Error[azi_150_ele_060]   ,   Con[azi_150_ele_060]   ,   Error[azi_150_ele_060]   ,   SCD[azi_150_ele_060]   ,   Error[azi_150_ele_060]   ,   Shift[azi_150_ele_060]   ,   Error[azi_150_ele_060]   ,   Squeeze[azi_150_ele_060]   ,   Error[azi_150_ele_060]   ,   Time[azi_150_ele_075]   ,   Error[azi_150_ele_075]   ,   Con[azi_150_ele_075]   ,   Error[azi_150_ele_075]   ,   SCD[azi_150_ele_075]   ,   Error[azi_150_ele_075]   ,   Shift[azi_150_ele_075]   ,   Error[azi_150_ele_075]   ,   Squeeze[azi_150_ele_075]   ,   Error[azi_150_ele_075]   ,   Time[azi_150_ele_090]   ,   Error[azi_150_ele_090]   ,   Con[azi_150_ele_090]   ,   Error[azi_150_ele_090]   ,   SCD[azi_150_ele_090]   ,   Error[azi_150_ele_090]   ,   Shift[azi_150_ele_090]   ,   Error[azi_150_ele_090]   ,   Squeeze[azi_150_ele_090]   ,   Error[azi_150_ele_090]   ,   
---   ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   
001   ,   08:00:08                ,   00:00:01                 ,   2.00332e+029           ,   5.90014e+028             ,   2.40399e+033           ,   7.08016e+026             ,   5.00000e+005             ,   5.08495e+003             ,  -10.00000e+002               ,   1.33637e+001             ,   08:01:14                ,   00:00:01                 ,   2.44695e+029           ,   3.24115e+028             ,   2.93634e+033           ,   3.88938e+026             ,   5.00000e+005             ,   2.28483e+003             ,  -1.00000e+003               ,   6.00480e+000             ,   08:02:20                ,   00:00:01                 ,   5.24072e+028           ,   1.94712e+028             ,   6.28886e+032           ,   2.33654e+026             ,   5.00000e+005             ,   6.40889e+003             ,  -1.00000e+003               ,   1.68433e+001             ,   08:00:14                ,   00:00:01                 ,   2.59438e+029           ,   3.42302e+028             ,   3.11325e+033           ,   4.10763e+026             ,   5.00000e+005             ,   2.27592e+003             ,  -1.00000e+003               ,   5.98138e+000             ,   08:01:08                ,   00:00:01                 ,  -6.37416e+028           ,   3.29822e+028             ,  -7.64899e+032           ,   3.95786e+026             ,   5.00000e+005             ,   8.92560e+003             ,  -10.00000e+002               ,   2.34575e+001             ,   08:01:20                ,   00:00:01                 ,  -1.58093e+028           ,   3.74008e+028             ,  -1.89711e+032           ,   4.48809e+026             ,   5.00000e+005             ,   4.08084e+004             ,  -1.00000e+003               ,   1.07249e+002             ,   08:02:14                ,   00:00:01                 ,   2.99498e+028           ,   3.59509e+028             ,   3.59397e+032           ,   4.31411e+026             ,   5.00000e+005             ,   2.07061e+004             ,  -1.00000e+003               ,   5.44179e+001             ,   08:02:26                ,   00:00:01                 ,   1.50596e+029           ,   3.25896e+028             ,   1.80715e+033           ,   3.91076e+026             ,   5.00000e+005             ,   3.73291e+003             ,  -10.00000e+002               ,   9.81050e+000             ,   08:03:20                ,   00:00:01                 ,   1.32701e+029           ,   2.15560e+028             ,   1.59242e+033           ,   2.58672e+026             ,   5.00000e+005             ,   2.80203e+003             ,  -10.00000e+002               ,   7.36406e+000             ,   08:00:20                ,   00:00:01                 ,   1.59191e+029           ,   2.89888e+028             ,   1.91029e+033           ,   3.47866e+026             ,   5.00000e+005             ,   3.14119e+003             ,  -1.00000e+003               ,   8.25540e+000             ,   08:01:02                ,   00:00:01                 ,   1.16557e+029           ,   4.04331e+028             ,   1.39869e+033           ,   4.85197e+026             ,   5.00000e+005             ,   5.98382e+003             ,  -1.00000e+003               ,   1.57262e+001             ,   08:01:26                ,   00:00:01                 ,   8.20721e+028           ,   3.00482e+028             ,   9.84866e+032           ,   3.60578e+026             ,   5.00000e+005             ,   6.31544e+003             ,  -1.00000e+003               ,   1.65977e+001             ,   08:02:08                ,   00:00:01                 ,   9.46651e+028           ,   2.67868e+028             ,   1.13598e+033           ,   3.21441e+026             ,   5.00000e+005             ,   4.88103e+003             ,  -1.00000e+003               ,   1.28279e+001             ,   08:02:32                ,   00:00:01                 ,   2.93292e+028           ,   2.77256e+028             ,   3.51951e+032           ,   3.32707e+026             ,   5.00000e+005             ,   1.63065e+004             ,  -10.00000e+002               ,   4.28554e+001             ,   08:03:14                ,   00:00:01                 ,  -8.45890e+028           ,   3.85708e+028             ,  -1.01507e+033           ,   4.62850e+026             ,   5.00000e+005             ,   7.86550e+003             ,  -10.00000e+002               ,   2.06714e+001             ,   08:00:26                ,   00:00:01                 ,   8.75282e+028           ,   3.62236e+028             ,   1.05034e+033           ,   4.34684e+026             ,   5.00000e+005             ,   7.13879e+003             ,  -1.00000e+003               ,   1.87615e+001             ,   08:00:56                ,   00:00:01                 ,   1.36087e+029           ,   2.61209e+028             ,   1.63305e+033           ,   3.13450e+026             ,   5.00000e+005             ,   3.31093e+003             ,  -10.00000e+002               ,   8.70150e+000             ,   08:01:32                ,   00:00:01                 ,   1.13884e+029           ,   2.76783e+028             ,   1.36660e+033           ,   3.32140e+026             ,   5.00000e+005             ,   4.19237e+003             ,  -1.00000e+003               ,   1.10180e+001             ,   08:02:02                ,   00:00:01                 ,   9.38619e+028           ,   2.33862e+028             ,   1.12634e+033           ,   2.80634e+026             ,   5.00000e+005             ,   4.29785e+003             ,  -1.00000e+003               ,   1.12952e+001             ,   08:02:38                ,   00:00:01                 ,   2.19500e+029           ,   4.17408e+028             ,   2.63402e+033           ,   5.00893e+026             ,   5.00000e+005             ,   3.22794e+003             ,  -1.00000e+003               ,   8.48339e+000             ,   08:03:08                ,   00:00:01                 ,   1.01449e+029           ,   2.29688e+028             ,   1.21739e+033           ,   2.75626e+026             ,   5.00000e+005             ,   3.90546e+003             ,  -1.00000e+003               ,   1.02640e+001             ,   08:00:32                ,   00:00:01                 ,   3.78563e+028           ,   4.84330e+028             ,   4.54275e+032           ,   5.81196e+026             ,   5.00000e+005             ,   2.20691e+004             ,  -1.00000e+003               ,   5.80000e+001             ,   08:00:50                ,   00:00:01                 ,  -4.30098e+028           ,   2.77229e+028             ,  -5.16118e+032           ,   3.32675e+026             ,   5.00000e+005             ,   1.11187e+004             ,  -1.00000e+003               ,   2.92211e+001             ,   08:01:38                ,   00:00:01                 ,   1.05557e+029           ,   2.17141e+028             ,   1.26669e+033           ,   2.60569e+026             ,   5.00000e+005             ,   3.54841e+003             ,  -10.00000e+002               ,   9.32563e+000             ,   08:01:56                ,   00:00:01                 ,   2.63094e+029           ,   2.67763e+028             ,   3.15713e+033           ,   3.21316e+026             ,   5.00000e+005             ,   1.75558e+003             ,  -1.00000e+003               ,   4.61386e+000             ,   08:02:44                ,   00:00:01                 ,   1.63212e+029           ,   2.31510e+028             ,   1.95855e+033           ,   2.77812e+026             ,   5.00000e+005             ,   2.44680e+003             ,  -10.00000e+002               ,   6.43045e+000             ,   08:03:02                ,   00:00:01                 ,   6.35838e+028           ,   2.47491e+028             ,   7.63006e+032           ,   2.96989e+026             ,   5.00000e+005             ,   6.71418e+003             ,  -10.00000e+002               ,   1.76456e+001             ,   08:00:38                ,   00:00:01                 ,   1.41073e+029           ,   2.99187e+028             ,   1.69288e+033           ,   3.59024e+026             ,   5.00000e+005             ,   3.65829e+003             ,  -1.00000e+003               ,   9.61441e+000             ,   08:00:44                ,   00:00:01                 ,  -2.93654e+028           ,   3.70873e+028             ,  -3.52385e+032           ,   4.45048e+026             ,   5.00000e+005             ,   2.17856e+004             ,  -10.00000e+002               ,   5.72551e+001             ,   08:01:44                ,   00:00:01                 ,   1.86970e+029           ,   2.54490e+028             ,   2.24364e+033           ,   3.05388e+026             ,   5.00000e+005             ,   2.34790e+003             ,  -1.00000e+003               ,   6.17055e+000             ,   08:01:50                ,   00:00:01                 ,   3.32879e+029           ,   3.29723e+028             ,   3.99455e+033           ,   3.95667e+026             ,   4.99996e+005             ,   1.58721e+003             ,  -1.00999e+003               ,   4.17217e+000             ,   08:02:50                ,   00:00:01                 ,   3.47770e+029           ,   4.33982e+028             ,   4.17323e+033           ,   5.20778e+026             ,   4.99699e+005             ,   2.16015e+003             ,  -1.73279e+003               ,   5.67965e+000             ,   08:02:56                ,   00:00:01                 ,   9.99836e+028           ,   2.52336e+028             ,   1.19980e+033           ,   3.02803e+026             ,   5.00000e+005             ,   4.35343e+003             ,  -10.00000e+002               ,   1.14413e+001             ,   
