Set   ,   Time[azi_000_ele_000]   ,   Error[azi_000_ele_000]   ,   Con[azi_000_ele_000]   ,   Error[azi_000_ele_000]   ,   SCD[azi_000_ele_000]   ,   Error[azi_000_ele_000]   ,   Shift[azi_000_ele_000]   ,   Error[azi_000_ele_000]   ,   Squeeze[azi_000_ele_000]   ,   Error[azi_000_ele_000]   ,   Time[azi_000_ele_030]   ,   Error[azi_000_ele_030]   ,   Con[azi_000_ele_030]   ,   Error[azi_000_ele_030]   ,   SCD[azi_000_ele_030]   ,   Error[azi_000_ele_030]   ,   Shift[azi_000_ele_030]   ,   Error[azi_000_ele_030]   ,   Squeeze[azi_000_ele_030]   ,   Error[azi_000_ele_030]   ,   Time[azi_000_ele_075]   ,   Error[azi_000_ele_075]   ,   Con[azi_000_ele_075]   ,   Error[azi_000_ele_075]   ,   SCD[azi_000_ele_075]   ,   Error[azi_000_ele_075]   ,   Shift[azi_000_ele_075]   ,   Error[azi_000_ele_075]   ,   Squeeze[azi_000_ele_075]   ,   Error[azi_000_ele_075]   ,   Time[azi_030_ele_000]   ,   Error[azi_030_ele_000]   ,   Con[azi_030_ele_000]   ,   Error[azi_030_ele_000]   ,   SCD[azi_030_ele_000]   ,   Error[azi_030_ele_000]   ,   Shift[azi_030_ele_000]   ,   Error[azi_030_ele_000]   ,   Squeeze[azi_030_ele_000]   ,   Error[azi_030_ele_000]   ,   Time[azi_030_ele_015]   ,   Error[azi_030_ele_015]   ,   Con[azi_030_ele_015]   ,   Error[azi_030_ele_015]   ,   SCD[azi_030_ele_015]   ,   Error[azi_030_ele_015]   ,   Shift[azi_030_ele_015]   ,   Error[azi_030_ele_015]   ,   Squeeze[azi_030_ele_015]   ,   Error[azi_030_ele_015]   ,   Time[azi_030_ele_030]   ,   Error[azi_030_ele_030]   ,   Con[azi_030_ele_030]   ,   Error[azi_030_ele_030]   ,   SCD[azi_030_ele_030]   ,   Error[azi_030_ele_030]   ,   Shift[azi_030_ele_030]   ,   Error[azi_030_ele_030]   ,   Squeeze[azi_030_ele_030]   ,   Error[azi_030_ele_030]   ,   Time[azi_030_ele_060]   ,   Error[azi_030_ele_060]   ,   Con[azi_030_ele_060]   ,   Error[azi_030_ele_060]   ,   SCD[azi_030_ele_060]   ,   Error[azi_030_ele_060]   ,   Shift[azi_030_ele_060]   ,   Error[azi_030_ele_060]   ,   Squeeze[azi_030_ele_060]   ,   Error[azi_030_ele_060]   ,   Time[azi_030_ele_075]   ,   Error[azi_030_ele_075]   ,   Con[azi_030_ele_075]   ,   Error[azi_030_ele_075]   ,   SCD[azi_030_ele_075]   ,   Error[azi_030_ele_075]   ,   Shift[azi_030_ele_075]   ,   Error[azi_030_ele_075]   ,   Squeeze[azi_030_ele_075]   ,   Error[azi_030_ele_075]   ,   Time[azi_030_ele_090]   ,   Error[azi_030_ele_090]   ,   Con[azi_030_ele_090]   ,   Error[azi_030_ele_090]   ,   SCD[azi_030_ele_090]   ,   Error[azi_030_ele_090]   ,   Shift[azi_030_ele_090]   ,   Error[azi_030_ele_090]   ,   Squeeze[azi_030_ele_090]   ,   Error[azi_030_ele_090]   ,   Time[azi_060_ele_000]   ,   Error[azi_060_ele_000]   ,   Con[azi_060_ele_000]   ,   Error[azi_060_ele_000]   ,   SCD[azi_060_ele_000]   ,   Error[azi_060_ele_000]   ,   Shift[azi_060_ele_000]   ,   Error[azi_060_ele_000]   ,   Squeeze[azi_060_ele_000]   ,   Error[azi_060_ele_000]   ,   Time[azi_060_ele_015]   ,   Error[azi_060_ele_015]   ,   Con[azi_060_ele_015]   ,   Error[azi_060_ele_015]   ,   SCD[azi_060_ele_015]   ,   Error[azi_060_ele_015]   ,   Shift[azi_060_ele_015]   ,   Error[azi_060_ele_015]   ,   Squeeze[azi_060_ele_015]   ,   Error[azi_060_ele_015]   ,   Time[azi_060_ele_030]   ,   Error[azi_060_ele_030]   ,   Con[azi_060_ele_030]   ,   Error[azi_060_ele_030]   ,   SCD[azi_060_ele_030]   ,   Error[azi_060_ele_030]   ,   Shift[azi_060_ele_030]   ,   Error[azi_060_ele_030]   ,   Squeeze[azi_060_ele_030]   ,   Error[azi_060_ele_030]   ,   Time[azi_060_ele_060]   ,   Error[azi_060_ele_060]   ,   Con[azi_060_ele_060]   ,   Error[azi_060_ele_060]   ,   SCD[azi_060_ele_060]   ,   Error[azi_060_ele_060]   ,   Shift[azi_060_ele_060]   ,   Error[azi_060_ele_060]   ,   Squeeze[azi_060_ele_060]   ,   Error[azi_060_ele_060]   ,   Time[azi_060_ele_075]   ,   Error[azi_060_ele_075]   ,   Con[azi_060_ele_075]   ,   Error[azi_060_ele_075]   ,   SCD[azi_060_ele_075]   ,   Error[azi_060_ele_075]   ,   Shift[azi_060_ele_075]   ,   Error[azi_060_ele_075]   ,   Squeeze[azi_060_ele_075]   ,   Error[azi_060_ele_075]   ,   Time[azi_060_ele_090]   ,   Error[azi_060_ele_090]   ,   Con[azi_060_ele_090]   ,   Error[azi_060_ele_090]   ,   SCD[azi_060_ele_090]   ,   Error[azi_060_ele_090]   ,   Shift[azi_060_ele_090]   ,   Error[azi_060_ele_090]   ,   Squeeze[azi_060_ele_090]   ,   Error[azi_060_ele_090]   ,   Time[azi_090_ele_000]   ,   Error[azi_090_ele_000]   ,   Con[azi_090_ele_000]   ,   Error[azi_090_ele_000]   ,   SCD[azi_090_ele_000]   ,   Error[azi_090_ele_000]   ,   Shift[azi_090_ele_000]   ,   Error[azi_090_ele_000]   ,   Squeeze[azi_090_ele_000]   ,   Error[azi_090_ele_000]   ,   Time[azi_090_ele_015]   ,   Error[azi_090_ele_015]   ,   Con[azi_090_ele_015]   ,   Error[azi_090_ele_015]   ,   SCD[azi_090_ele_015]   ,   Error[azi_090_ele_015]   ,   Shift[azi_090_ele_015]   ,   Error[azi_090_ele_015]   ,   Squeeze[azi_090_ele_015]   ,   Error[azi_090_ele_015]   ,   Time[azi_090_ele_030]   ,   Error[azi_090_ele_030]   ,   Con[azi_090_ele_030]   ,   Error[azi_090_ele_030]   ,   SCD[azi_090_ele_030]   ,   Error[azi_090_ele_030]   ,   Shift[azi_090_ele_030]   ,   Error[azi_090_ele_030]   ,   Squeeze[azi_090_ele_030]   ,   Error[azi_090_ele_030]   ,   Time[azi_090_ele_060]   ,   Error[azi_090_ele_060]   ,   Con[azi_090_ele_060]   ,   Error[azi_090_ele_060]   ,   SCD[azi_090_ele_060]   ,   Error[azi_090_ele_060]   ,   Shift[azi_090_ele_060]   ,   Error[azi_090_ele_060]   ,   Squeeze[azi_090_ele_060]   ,   Error[azi_090_ele_060]   ,   Time[azi_090_ele_075]   ,   Error[azi_090_ele_075]   ,   Con[azi_090_ele_075]   ,   Error[azi_090_ele_075]   ,   SCD[azi_090_ele_075]   ,   Error[azi_090_ele_075]   ,   Shift[azi_090_ele_075]   ,   Error[azi_090_ele_075]   ,   Squeeze[azi_090_ele_075]   ,   Error[azi_090_ele_075]   ,   Time[azi_090_ele_090]   ,   Error[azi_090_ele_090]   ,   Con[azi_090_ele_090]   ,   Error[azi_090_ele_090]   ,   SCD[azi_090_ele_090]   ,   Error[azi_090_ele_090]   ,   Shift[azi_090_ele_090]   ,   Error[azi_090_ele_090]   ,   Squeeze[azi_090_ele_090]   ,   Error[azi_090_ele_090]   ,   Time[azi_120_ele_000]   ,   Error[azi_120_ele_000]   ,   Con[azi_120_ele_000]   ,   Error[azi_120_ele_000]   ,   SCD[azi_120_ele_000]   ,   Error[azi_120_ele_000]   ,   Shift[azi_120_ele_000]   ,   Error[azi_120_ele_000]   ,   Squeeze[azi_120_ele_000]   ,   Error[azi_120_ele_000]   ,   Time[azi_120_ele_015]   ,   Error[azi_120_ele_015]   ,   Con[azi_120_ele_015]   ,   Error[azi_120_ele_015]   ,   SCD[azi_120_ele_015]   ,   Error[azi_120_ele_015]   ,   Shift[azi_120_ele_015]   ,   Error[azi_120_ele_015]   ,   Squeeze[azi_120_ele_015]   ,   Error[azi_120_ele_015]   ,   Time[azi_120_ele_030]   ,   Error[azi_120_ele_030]   ,   Con[azi_120_ele_030]   ,   Error[azi_120_ele_030]   ,   SCD[azi_120_ele_030]   ,   Error[azi_120_ele_030]   ,   Shift[azi_120_ele_030]   ,   Error[azi_120_ele_030]   ,   Squeeze[azi_120_ele_030]   ,   Error[azi_120_ele_030]   ,   Time[azi_120_ele_060]   ,   Error[azi_120_ele_060]   ,   Con[azi_120_ele_060]   ,   Error[azi_120_ele_060]   ,   SCD[azi_120_ele_060]   ,   Error[azi_120_ele_060]   ,   Shift[azi_120_ele_060]   ,   Error[azi_120_ele_060]   ,   Squeeze[azi_120_ele_060]   ,   Error[azi_120_ele_060]   ,   Time[azi_120_ele_075]   ,   Error[azi_120_ele_075]   ,   Con[azi_120_ele_075]   ,   Error[azi_120_ele_075]   ,   SCD[azi_120_ele_075]   ,   Error[azi_120_ele_075]   ,   Shift[azi_120_ele_075]   ,   Error[azi_120_ele_075]   ,   Squeeze[azi_120_ele_075]   ,   Error[azi_120_ele_075]   ,   Time[azi_120_ele_090]   ,   Error[azi_120_ele_090]   ,   Con[azi_120_ele_090]   ,   Error[azi_120_ele_090]   ,   SCD[azi_120_ele_090]   ,   Error[azi_120_ele_090]   ,   Shift[azi_120_ele_090]   ,   Error[azi_120_ele_090]   ,   Squeeze[azi_120_ele_090]   ,   Error[azi_120_ele_090]   ,   Time[azi_150_ele_000]   ,   Error[azi_150_ele_000]   ,   Con[azi_150_ele_000]   ,   Error[azi_150_ele_000]   ,   SCD[azi_150_ele_000]   ,   Error[azi_150_ele_000]   ,   Shift[azi_150_ele_000]   ,   Error[azi_150_ele_000]   ,   Squeeze[azi_150_ele_000]   ,   Error[azi_150_ele_000]   ,   Time[azi_150_ele_015]   ,   Error[azi_150_ele_015]   ,   Con[azi_150_ele_015]   ,   Error[azi_150_ele_015]   ,   SCD[azi_150_ele_015]   ,   Error[azi_150_ele_015]   ,   Shift[azi_150_ele_015]   ,   Error[azi_150_ele_015]   ,   Squeeze[azi_150_ele_015]   ,   Error[azi_150_ele_015]   ,   Time[azi_150_ele_030]   ,   Error[azi_150_ele_030]   ,   Con[azi_150_ele_030]   ,   Error[azi_150_ele_030]   ,   SCD[azi_150_ele_030]   ,   Error[azi_150_ele_030]   ,   Shift[azi_150_ele_030]   ,   Error[azi_150_ele_030]   ,   Squeeze[azi_150_ele_030]   ,   Error[azi_150_ele_030]   ,   Time[azi_150_ele_060]   ,   Error[azi_150_ele_060]   ,   Con[azi_150_ele_060]   ,   Error[azi_150_ele_060]   ,   SCD[azi_150_ele_060]   ,   Error[azi_150_ele_060]   ,   Shift[azi_150_ele_060]   ,   Error[azi_150_ele_060]   ,   Squeeze[azi_150_ele_060]   ,   Error[azi_150_ele_060]   ,   Time[azi_150_ele_075]   ,   Error[azi_150_ele_075]   ,   Con[azi_150_ele_075]   ,   Error[azi_150_ele_075]   ,   SCD[azi_150_ele_075]   ,   Error[azi_150_ele_075]   ,   Shift[azi_150_ele_075]   ,   Error[azi_150_ele_075]   ,   Squeeze[azi_150_ele_075]   ,   Error[azi_150_ele_075]   ,   Time[azi_150_ele_090]   ,   Error[azi_150_ele_090]   ,   Con[azi_150_ele_090]   ,   Error[azi_150_ele_090]   ,   SCD[azi_150_ele_090]   ,   Error[azi_150_ele_090]   ,   Shift[azi_150_ele_090]   ,   Error[azi_150_ele_090]   ,   Squeeze[azi_150_ele_090]   ,   Error[azi_150_ele_090]   ,   
---   ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   HH:MM:SS                ,   HH:MM:SS                 ,   ug/m3                  ,   ug/m3                    ,   molecules/m2           ,   molecules/m2             ,   nm                       ,   nm                       ,   -                          ,   -                        ,   
001   ,   08:00:08                ,   00:00:01                 ,   7.14977e+002           ,   3.95619e+002             ,   8.57972e+006           ,   4.74743e+000             ,   5.00000e+005             ,   1.65624e+002             ,  -10.00000e+002               ,   4.14412e-001             ,   08:01:14                ,   00:00:01                 ,  -1.02061e+002           ,   2.17229e+002             ,  -1.22473e+006           ,   2.60675e+000             ,   5.00000e+005             ,   6.37978e+002             ,  -10.00000e+002               ,   1.59631e+000             ,   08:02:20                ,   00:00:01                 ,  -6.11110e+002           ,   1.30500e+002             ,  -7.33332e+006           ,   1.56600e+000             ,   5.00000e+005             ,   6.40086e+001             ,  -10.00000e+002               ,   1.60158e-001             ,   08:00:14                ,   00:00:01                 ,  -4.38404e+002           ,   2.29419e+002             ,  -5.26084e+006           ,   2.75302e+000             ,   5.00000e+005             ,   1.56856e+002             ,  -10.00000e+002               ,   3.92475e-001             ,   08:01:08                ,   00:00:01                 ,   9.10104e+001           ,   2.21054e+002             ,   1.09212e+006           ,   2.65265e+000             ,   5.00000e+005             ,   7.28038e+002             ,  -1.00000e+003               ,   1.82165e+000             ,   08:01:20                ,   00:00:01                 ,   1.42482e+002           ,   2.50669e+002             ,   1.70979e+006           ,   3.00802e+000             ,   5.00000e+005             ,   5.27334e+002             ,  -1.00000e+003               ,   1.31946e+000             ,   08:02:14                ,   00:00:01                 ,  -1.32780e+003           ,   2.40951e+002             ,  -1.59335e+007           ,   2.89142e+000             ,   5.00000e+005             ,   5.43932e+001             ,  -10.00000e+002               ,   1.36099e-001             ,   08:02:26                ,   00:00:01                 ,  -1.52502e+002           ,   2.18423e+002             ,  -1.83002e+006           ,   2.62108e+000             ,   5.00000e+005             ,   4.29308e+002             ,  -10.00000e+002               ,   1.07419e+000             ,   08:03:20                ,   00:00:01                 ,  -8.12395e+002           ,   1.44473e+002             ,  -9.74873e+006           ,   1.73368e+000             ,   5.00000e+005             ,   5.33048e+001             ,  -10.00000e+002               ,   1.33376e-001             ,   08:00:20                ,   00:00:01                 ,  -2.29811e+002           ,   1.94290e+002             ,  -2.75773e+006           ,   2.33147e+000             ,   5.00000e+005             ,   2.53411e+002             ,  -10.00000e+002               ,   6.34069e-001             ,   08:01:02                ,   00:00:01                 ,  -2.81839e+002           ,   2.70992e+002             ,  -3.38207e+006           ,   3.25190e+000             ,   5.00000e+005             ,   2.88205e+002             ,  -10.00000e+002               ,   7.21128e-001             ,   08:01:26                ,   00:00:01                 ,  -1.82429e+002           ,   2.01390e+002             ,  -2.18914e+006           ,   2.41668e+000             ,   5.00000e+005             ,   3.30895e+002             ,  -10.00000e+002               ,   8.27945e-001             ,   08:02:08                ,   00:00:01                 ,  -9.81455e+002           ,   1.79531e+002             ,  -1.17775e+007           ,   2.15437e+000             ,   5.00000e+005             ,   5.48296e+001             ,  -10.00000e+002               ,   1.37191e-001             ,   08:02:32                ,   00:00:01                 ,  -9.07213e+002           ,   1.85823e+002             ,  -1.08866e+007           ,   2.22988e+000             ,   5.00000e+005             ,   6.13956e+001             ,  -10.00000e+002               ,   1.53620e-001             ,   08:03:14                ,   00:00:01                 ,  -9.68813e+002           ,   2.58511e+002             ,  -1.16258e+007           ,   3.10213e+000             ,   5.00000e+005             ,   7.99806e+001             ,  -10.00000e+002               ,   2.00122e-001             ,   08:00:26                ,   00:00:01                 ,  -1.57288e+002           ,   2.42779e+002             ,  -1.88745e+006           ,   2.91335e+000             ,   5.00000e+005             ,   4.62660e+002             ,  -10.00000e+002               ,   1.15764e+000             ,   08:00:56                ,   00:00:01                 ,  -3.57592e+002           ,   1.75068e+002             ,  -4.29111e+006           ,   2.10082e+000             ,   5.00000e+005             ,   1.46745e+002             ,  -10.00000e+002               ,   3.67177e-001             ,   08:01:32                ,   00:00:01                 ,  -5.54976e+002           ,   1.85506e+002             ,  -6.65971e+006           ,   2.22608e+000             ,   5.00000e+005             ,   1.00192e+002             ,  -10.00000e+002               ,   2.50693e-001             ,   08:02:02                ,   00:00:01                 ,  -9.31227e+002           ,   1.56740e+002             ,  -1.11747e+007           ,   1.88088e+000             ,   5.00000e+005             ,   5.04510e+001             ,  -10.00000e+002               ,   1.26235e-001             ,   08:02:38                ,   00:00:01                 ,  -1.33332e+003           ,   2.76177e+002             ,  -1.59999e+007           ,   3.31414e+000             ,   5.00000e+005             ,   6.20802e+001             ,  -10.00000e+002               ,   1.55325e-001             ,   08:03:08                ,   00:00:01                 ,  -1.14744e+003           ,   1.53942e+002             ,  -1.37693e+007           ,   1.84731e+000             ,   5.00000e+005             ,   4.02137e+001             ,  -10.00000e+002               ,   1.00620e-001             ,   08:00:32                ,   00:00:01                 ,  -4.77406e+002           ,   3.24609e+002             ,  -5.72887e+006           ,   3.89531e+000             ,   5.00000e+005             ,   2.03807e+002             ,  -10.00000e+002               ,   5.09953e-001             ,   08:00:50                ,   00:00:01                 ,  -2.26646e+002           ,   1.85805e+002             ,  -2.71976e+006           ,   2.22966e+000             ,   5.00000e+005             ,   2.45729e+002             ,  -10.00000e+002               ,   6.14847e-001             ,   08:01:38                ,   00:00:01                 ,  -5.83158e+002           ,   1.45533e+002             ,  -6.99789e+006           ,   1.74639e+000             ,   5.00000e+005             ,   7.48033e+001             ,  -10.00000e+002               ,   1.87168e-001             ,   08:01:56                ,   00:00:01                 ,  -5.18515e+002           ,   1.79461e+002             ,  -6.22218e+006           ,   2.15353e+000             ,   5.00000e+005             ,   1.03742e+002             ,  -10.00000e+002               ,   2.59577e-001             ,   08:02:44                ,   00:00:01                 ,  -5.84107e+002           ,   1.55163e+002             ,  -7.00928e+006           ,   1.86196e+000             ,   5.00000e+005             ,   7.96238e+001             ,  -10.00000e+002               ,   1.99229e-001             ,   08:03:02                ,   00:00:01                 ,  -1.11281e+003           ,   1.65874e+002             ,  -1.33537e+007           ,   1.99049e+000             ,   5.00000e+005             ,   4.46790e+001             ,  -10.00000e+002               ,   1.11793e-001             ,   08:00:38                ,   00:00:01                 ,  -2.26800e+001           ,   2.00522e+002             ,  -2.72160e+005           ,   2.40626e+000             ,   5.00000e+005             ,   2.65012e+003             ,  -1.00000e+003               ,   6.63095e+000             ,   08:00:44                ,   00:00:01                 ,  -5.65668e+002           ,   2.48568e+002             ,  -6.78802e+006           ,   2.98281e+000             ,   5.00000e+005             ,   1.31713e+002             ,  -10.00000e+002               ,   3.29564e-001             ,   08:01:44                ,   00:00:01                 ,  -9.12382e+002           ,   1.70565e+002             ,  -1.09486e+007           ,   2.04678e+000             ,   5.00000e+005             ,   5.60349e+001             ,  -10.00000e+002               ,   1.40207e-001             ,   08:01:50                ,   00:00:01                 ,  -2.14555e+001           ,   2.09734e+002             ,  -2.57466e+005           ,   2.51680e+000             ,   5.00403e+005             ,   2.70545e+003             ,   5.89107e+000               ,   6.75607e+000             ,   08:02:50                ,   00:00:01                 ,  -9.75984e+002           ,   3.08791e+002             ,  -1.17118e+007           ,   3.70548e+000             ,   4.99179e+005             ,   9.03694e+001             ,  -3.06377e+003               ,   2.26089e-001             ,   08:02:56                ,   00:00:01                 ,  -8.17589e+002           ,   1.69121e+002             ,  -9.81107e+006           ,   2.02946e+000             ,   5.00000e+005             ,   6.20026e+001             ,  -10.00000e+002               ,   1.55139e-001             ,   
