Set	Azimutal	Elevation	Time	Error_Time	Concentration	Error_Concentration	Shift	Error_Shift	Squeeze	Error_Squeeze
14	90	60	0 days 08:58:23	0 days 00:00:01	9.9785e-25	2.09986e-24	0.00242976	0.047995	0.00242976	0.047995
14	90	75	0 days 08:58:59	0 days 00:00:01	1.4528500000000002e-24	2.3590500000000003e-24	-0.001	0.0894202	-0.001	0.0894202
14	90	90	0 days 08:59:29	0 days 00:00:01	8.10162e-25	1.5687900000000002e-24	0.00144906	0.0895511	0.00144906	0.0895511
14	120	0	0 days 08:56:53	0 days 00:00:01	2.34178e-25	1.1753e-24	-0.001	0.733943	-0.001	0.733943
14	120	15	0 days 08:57:11	0 days 00:00:01	1.42008e-24	1.32038e-24	-0.001	0.130971	-0.001	0.130971
14	120	30	0 days 08:57:59	0 days 00:00:01	9.15507e-25	1.4999500000000001e-24	-0.001	0.0925475	-0.001	0.0925475
14	120	60	0 days 08:58:17	0 days 00:00:01	7.78555e-25	1.71358e-24	0.00239149	0.0562519	0.00239149	0.0562519
14	120	75	0 days 08:59:05	0 days 00:00:01	1.5286500000000001e-24	1.4273700000000002e-24	-0.000528802	0.105579	-0.000528802	0.105579
14	120	90	0 days 08:59:23	0 days 00:00:01	1.6284500000000002e-24	1.7678600000000003e-24	0.00200629	0.0657563	0.00200629	0.0657563
14	150	0	0 days 08:56:59	0 days 00:00:01	6.76996e-25	1.9338000000000002e-24	-0.001	0.136683	-0.001	0.136683
14	150	15	0 days 08:57:05	0 days 00:00:01	8.77863e-25	1.2689100000000001e-24	-0.001	0.113505	-0.001	0.113505
14	150	30	0 days 08:58:05	0 days 00:00:01	0.0	0.0	0.0	0.0	0.0	0.0
14	150	60	0 days 08:58:11	0 days 00:00:01	6.07075e-25	2.3779100000000003e-24	0.00211826	0.0862263	0.00211826	0.0862263
14	150	75	0 days 08:59:11	0 days 00:00:01	1.4429200000000001e-24	2.2202700000000002e-24	-0.001	0.0859865	-0.001	0.0859865
14	150	90	0 days 08:59:17	0 days 00:00:01	4.6549e-25	2.2754500000000002e-24	0.00274597	0.0840923	0.00274597	0.0840923
15	0	0	0 days 09:00:11	0 days 00:00:01	1.3119500000000001e-24	1.9388500000000003e-24	-0.001	0.0979462	-0.001	0.0979462
15	0	30	0 days 09:01:17	0 days 00:00:01	2.0443500000000002e-26	1.85796e-24	-0.001	0.208515	-0.001	0.208515
15	0	75	0 days 09:02:23	0 days 00:00:01	-2.48451e-24	2.34213e-24	-0.001	0.627697	-0.001	0.627697
15	30	0	0 days 09:00:17	0 days 00:00:01	-3.85841e-24	3.8588600000000004e-24	-0.001	0.237508	-0.001	0.237508
15	30	15	0 days 09:01:11	0 days 00:00:01	4.22876e-25	1.74029e-24	-0.001	0.130112	-0.001	0.130112
15	30	30	0 days 09:01:23	0 days 00:00:01	-3.17144e-25	1.87067e-24	-0.001	0.182267	-0.001	0.182267
15	30	60	0 days 09:02:17	0 days 00:00:01	-1.39559e-25	1.2282300000000002e-24	-0.001	0.232795	-0.001	0.232795
15	30	75	0 days 09:02:29	0 days 00:00:01	6.28374e-25	1.0004500000000002e-24	-0.001	2.80437	-0.001	2.80437
15	30	90	0 days 09:03:23	0 days 00:00:01	8.65167e-26	1.3966e-24	-0.001	0.641951	-0.001	0.641951
15	60	0	0 days 09:00:23	0 days 00:00:01	-7.9422e-25	2.4653500000000003e-24	-0.001	1.31423	-0.001	1.31423
15	60	15	0 days 09:01:05	0 days 00:00:01	-1.6258900000000001e-24	2.4548800000000002e-24	-0.001	0.144808	-0.001	0.144808
15	60	30	0 days 09:01:29	0 days 00:00:01	1.10922e-25	1.0856200000000001e-24	-0.001	0.207619	-0.001	0.207619
15	60	60	0 days 09:02:11	0 days 00:00:01	3.52884e-25	1.3816500000000002e-24	-0.001	0.0668908	-0.001	0.0668908
15	60	75	0 days 09:02:35	0 days 00:00:01	-3.47737e-25	9.46182e-25	-0.001	0.0904233	-0.001	0.0904233
15	60	90	0 days 09:03:17	0 days 00:00:01	3.55797e-25	1.81489e-24	-0.001	0.439822	-0.001	0.439822
15	90	0	0 days 09:00:29	0 days 00:00:01	-1.04758e-25	1.73156e-24	-0.001	0.095788	-0.001	0.095788
15	90	15	0 days 09:00:59	0 days 00:00:01	-1.7145e-24	2.14519e-24	-0.001	0.138918	-0.001	0.138918
15	90	30	0 days 09:01:35	0 days 00:00:01	-6.30715e-25	2.5111800000000004e-24	-0.001	0.481104	-0.001	0.481104
15	90	60	0 days 09:02:05	0 days 00:00:01	-1.3929000000000002e-24	1.3844800000000002e-24	-0.00105048	0.102044	-0.00105048	0.102044
15	90	75	0 days 09:02:41	0 days 00:00:01	-1.69296e-24	1.80465e-24	-0.000790099	0.24922	-0.000790099	0.24922
15	90	90	0 days 09:03:11	0 days 00:00:01	1.3199600000000002e-24	1.25273e-24	-0.001	0.151546	-0.001	0.151546
15	120	0	0 days 09:00:35	0 days 00:00:01	-1.90603e-24	2.2053e-24	-0.001	0.21591	-0.001	0.21591
15	120	15	0 days 09:00:53	0 days 00:00:01	-1.3054000000000002e-24	2.3254100000000003e-24	-0.001	0.11686	-0.001	0.11686
15	120	30	0 days 09:01:41	0 days 00:00:01	-1.06898e-24	1.2384600000000001e-24	-0.001	4.47799	-0.001	4.47799
15	120	60	0 days 09:01:59	0 days 00:00:01	-3.07581e-25	1.5017100000000002e-24	-0.001	0.09441	-0.001	0.09441
15	120	75	0 days 09:02:47	0 days 00:00:01	9.532260000000001e-26	1.3808800000000002e-24	-0.001	0.209762	-0.001	0.209762
15	120	90	0 days 09:03:05	0 days 00:00:01	5.41349e-26	1.26669e-24	-0.001	0.348284	-0.001	0.348284
15	150	0	0 days 09:00:41	0 days 00:00:01	-1.2132200000000001e-24	1.25515e-24	-0.001	0.655969	-0.001	0.655969
15	150	15	0 days 09:00:47	0 days 00:00:01	1.24858e-25	1.29051e-24	-0.001	0.0941094	-0.001	0.0941094
15	150	30	0 days 09:01:47	0 days 00:00:01	9.54193e-26	1.5941800000000002e-24	-0.001	0.210405	-0.001	0.210405
15	150	60	0 days 09:01:53	0 days 00:00:01	9.12654e-26	2.3711e-24	-0.001	0.667695	-0.001	0.667695
15	150	75	0 days 09:02:53	0 days 00:00:01	3.18288e-25	1.3361900000000001e-24	-0.001	0.180461	-0.001	0.180461
15	150	90	0 days 09:02:59	0 days 00:00:01	-3.2564e-25	1.16756e-24	-0.001	0.255557	-0.001	0.255557
16	0	0	0 days 09:03:53	0 days 00:00:01	-5.09115e-25	1.85484e-24	-0.001	0.206567	-0.001	0.206567
16	0	30	0 days 09:04:59	0 days 00:00:01	-2.2810000000000003e-24	2.8358400000000003e-24	-0.001	0.197062	-0.001	0.197062
16	0	75	0 days 09:06:05	0 days 00:00:01	-3.89023e-24	2.60558e-24	-0.001	0.203776	-0.001	0.203776
16	30	0	0 days 09:03:59	0 days 00:00:01	-3.10659e-24	2.99438e-24	-0.001	0.164557	-0.001	0.164557
16	30	15	0 days 09:04:53	0 days 00:00:01	-1.62433e-24	2.0666600000000002e-24	-0.001	0.148994	-0.001	0.148994
16	30	30	0 days 09:05:05	0 days 00:00:01	-4.6682200000000004e-24	4.11959e-24	-0.001	0.276449	-0.001	0.276449
16	30	60	0 days 09:05:59	0 days 00:00:01	-9.24832e-25	2.33078e-24	-0.001	0.177083	-0.001	0.177083
16	30	75	0 days 09:06:11	0 days 00:00:01	-8.825699999999999e-25	2.0929e-24	-0.001	0.346085	-0.001	0.346085
16	30	90	0 days 09:07:05	0 days 00:00:01	-3.4489300000000006e-24	3.2141200000000004e-24	-0.001	0.351619	-0.001	0.351619
16	60	0	0 days 09:04:05	0 days 00:00:01	-1.71436e-24	2.3486500000000004e-24	-0.001	0.103626	-0.001	0.103626
16	60	15	0 days 09:04:47	0 days 00:00:01	-2.80123e-24	2.7458e-24	-0.001	0.235807	-0.001	0.235807
16	60	30	0 days 09:05:11	0 days 00:00:01	-2.77686e-25	1.2752700000000002e-24	-0.001	0.0708901	-0.001	0.0708901
16	60	60	0 days 09:05:53	0 days 00:00:01	-2.07703e-24	1.9601800000000003e-24	-0.001	0.0964365	-0.001	0.0964365
16	60	75	0 days 09:06:17	0 days 00:00:01	-1.4301700000000002e-24	1.72353e-24	-0.001	0.57258	-0.001	0.57258
16	60	90	0 days 09:06:59	0 days 00:00:01	-3.34955e-24	3.7885100000000005e-24	-0.001	0.296593	-0.001	0.296593
16	90	0	0 days 09:04:11	0 days 00:00:01	-6.77958e-25	1.4939400000000002e-24	-0.001	0.0952252	-0.001	0.0952252
16	90	15	0 days 09:04:41	0 days 00:00:01	-1.1621200000000002e-24	3.42094e-24	-0.001	1.0815	-0.001	1.0815
16	90	30	0 days 09:05:17	0 days 00:00:01	-1.2255200000000002e-24	1.6199100000000002e-24	-0.001	0.231146	-0.001	0.231146
16	90	60	0 days 09:05:47	0 days 00:00:01	-1.25589e-24	1.9311600000000003e-24	-0.001	0.191434	-0.001	0.191434
16	90	75	0 days 09:06:23	0 days 00:00:01	-2.1679800000000002e-24	1.8435700000000003e-24	-0.001	1.78655	-0.001	1.78655
16	90	90	0 days 09:06:53	0 days 00:00:01	-1.5605e-24	1.60111e-24	-0.001	1.23438	-0.001	1.23438
16	120	0	0 days 09:04:17	0 days 00:00:01	-3.50088e-25	1.7564400000000003e-24	-0.001	3.09839	-0.001	3.09839
16	120	15	0 days 09:04:35	0 days 00:00:01	-7.53398e-26	1.66616e-24	-0.001	0.0979053	-0.001	0.0979053
16	120	30	0 days 09:05:23	0 days 00:00:01	1.6292e-25	1.6162100000000001e-24	-0.001	0.185432	-0.001	0.185432
16	120	60	0 days 09:05:41	0 days 00:00:01	-4.27276e-25	1.2972000000000002e-24	-0.001	0.194899	-0.001	0.194899
16	120	75	0 days 09:06:29	0 days 00:00:01	-1.0402400000000001e-24	1.9568900000000003e-24	-0.001	0.172903	-0.001	0.172903
16	120	90	0 days 09:06:47	0 days 00:00:01	-1.4890600000000002e-24	1.8050300000000002e-24	-0.001	0.359508	-0.001	0.359508
16	150	0	0 days 09:04:23	0 days 00:00:01	-3.72962e-24	3.0139000000000002e-24	-0.001	0.120085	-0.001	0.120085
16	150	15	0 days 09:04:29	0 days 00:00:01	-9.86737e-25	1.0205900000000001e-24	-0.001	1.29771	-0.001	1.29771
16	150	30	0 days 09:05:29	0 days 00:00:01	-3.1313600000000004e-24	2.8737500000000003e-24	-0.001	0.306113	-0.001	0.306113
16	150	60	0 days 09:05:35	0 days 00:00:01	-5.0329200000000004e-24	4.0269000000000004e-24	-0.001	0.136183	-0.001	0.136183
16	150	75	0 days 09:06:35	0 days 00:00:01	0.0	0.0	0.0	0.0	0.0	0.0
16	150	90	0 days 09:06:41	0 days 00:00:01	-1.12436e-24	1.49836e-24	-0.001	73.46	-0.001	73.46
17	0	0	0 days 09:07:35	0 days 00:00:01	1.5703400000000002e-24	2.7189100000000002e-24	-0.00118355	0.197728	-0.00118355	0.197728
17	0	30	0 days 09:08:41	0 days 00:00:01	1.5397900000000001e-24	2.5417900000000002e-24	-0.001	0.330464	-0.001	0.330464
17	0	75	0 days 09:09:47	0 days 00:00:01	2.03175e-24	2.3423100000000004e-24	-0.001	0.350073	-0.001	0.350073
17	30	0	0 days 09:07:41	0 days 00:00:01	1.90612e-24	2.00692e-24	-0.001	0.159678	-0.001	0.159678
17	30	15	0 days 09:08:35	0 days 00:00:01	2.3417800000000003e-24	2.5902400000000003e-24	-0.001	0.423341	-0.001	0.423341
17	30	30	0 days 09:08:47	0 days 00:00:01	2.43815e-24	2.03864e-24	-0.001	0.273368	-0.001	0.273368
17	30	60	0 days 09:09:41	0 days 00:00:01	-1.29496e-25	1.61082e-24	-0.001	0.10882	-0.001	0.10882
17	30	75	0 days 09:09:53	0 days 00:00:01	1.25695e-24	1.2898400000000001e-24	-0.001	1.26175	-0.001	1.26175
17	30	90	0 days 09:10:47	0 days 00:00:01	2.6934400000000004e-24	2.2869600000000002e-24	-0.001	0.158309	-0.001	0.158309
17	60	0	0 days 09:07:47	0 days 00:00:01	2.9359900000000004e-24	2.8503600000000003e-24	-0.001	0.966749	-0.001	0.966749
17	60	15	0 days 09:08:29	0 days 00:00:01	1.31098e-24	3.29162e-24	-0.001	0.191539	-0.001	0.191539
17	60	30	0 days 09:08:53	0 days 00:00:01	7.217820000000001e-26	1.66317e-24	-0.001	0.151802	-0.001	0.151802
17	60	60	0 days 09:09:35	0 days 00:00:01	2.01205e-24	2.6996200000000003e-24	-0.001	0.165292	-0.001	0.165292
17	60	75	0 days 09:09:59	0 days 00:00:01	8.1312e-25	1.5497500000000002e-24	-0.001	0.380033	-0.001	0.380033
17	60	90	0 days 09:10:41	0 days 00:00:01	1.63373e-24	2.23586e-24	-0.001	0.17291	-0.001	0.17291
17	90	0	0 days 09:07:53	0 days 00:00:01	7.44147e-26	1.59497e-24	-0.001	0.114351	-0.001	0.114351
17	90	15	0 days 09:08:23	0 days 00:00:01	1.3562100000000001e-24	1.86673e-24	-0.001	0.617172	-0.001	0.617172
17	90	30	0 days 09:08:59	0 days 00:00:01	3.0811200000000002e-24	2.71207e-24	-0.001	0.354442	-0.001	0.354442
17	90	60	0 days 09:09:29	0 days 00:00:01	1.9793900000000003e-24	2.09906e-24	-0.001	0.074615	-0.001	0.074615
17	90	75	0 days 09:10:05	0 days 00:00:01	0.0	0.0	0.0	0.0	0.0	0.0
17	90	90	0 days 09:10:35	0 days 00:00:01	2.60983e-24	3.0381700000000004e-24	-0.001	0.400364	-0.001	0.400364
17	120	0	0 days 09:07:59	0 days 00:00:01	1.6677700000000002e-24	2.18099e-24	-0.001	19.1095	-0.001	19.1095
17	120	15	0 days 09:08:17	0 days 00:00:01	1.3540100000000001e-24	2.6996800000000003e-24	-0.001	0.141689	-0.001	0.141689
17	120	30	0 days 09:09:05	0 days 00:00:01	1.89454e-24	1.98143e-24	-0.001	0.555982	-0.001	0.555982
17	120	60	0 days 09:09:23	0 days 00:00:01	2.84398e-24	2.6946000000000003e-24	-0.001	0.173292	-0.001	0.173292
17	120	75	0 days 09:10:11	0 days 00:00:01	1.3557500000000002e-24	2.12866e-24	-0.001	0.132902	-0.001	0.132902
17	120	90	0 days 09:10:29	0 days 00:00:01	1.7834300000000003e-24	2.6315800000000004e-24	-0.001	2.56098	-0.001	2.56098
17	150	0	0 days 09:08:05	0 days 00:00:01	2.15039e-24	1.82463e-24	-0.001	0.22262	-0.001	0.22262
17	150	15	0 days 09:08:11	0 days 00:00:01	1.6277900000000002e-24	2.0864500000000002e-24	-0.001	0.258958	-0.001	0.258958
17	150	30	0 days 09:09:11	0 days 00:00:01	2.09328e-25	1.6926700000000003e-24	-0.001	0.355571	-0.001	0.355571
17	150	60	0 days 09:09:17	0 days 00:00:01	2.31425e-24	2.6121900000000004e-24	-0.001	4.57671	-0.001	4.57671
17	150	75	0 days 09:10:17	0 days 00:00:01	1.06992e-24	1.6288500000000002e-24	-0.001	0.256267	-0.001	0.256267
17	150	90	0 days 09:10:23	0 days 00:00:01	1.1128900000000001e-24	1.9582e-24	-0.001	0.165012	-0.001	0.165012
