Wavelength	Intensities	
nm	a.u.	
179.22	1914.7	
179.44	1920.7	
179.65	1908.7	
179.86	1932.6	
180.08	1895.7	
180.29	4977.2	
180.51	3524.6	
180.72	5583.4	
180.94	6675.7	
181.15	3248.8	
181.37	3182.5	
181.58	5498.1	
181.79	5820.3	
182.01	3383.2	
182.22	3642	
182.44	5767.1	
182.65	4849.6	
182.87	4569	
183.08	4084.3	
183.29	6051.7	
183.51	5032.5	
183.72	3682.2	
183.94	5421.7	
184.15	5454.4	
184.37	5466	
184.58	3239.2	
184.79	4413.4	
185.01	5028.4	
185.22	5831.2	
185.44	4672.8	
185.65	3971	
185.86	5291.3	
186.08	4902.2	
186.29	3191.4	
186.51	3417.4	
186.72	5057.1	
186.94	5969.1	
187.15	3950.5	
187.36	4003.1	
187.58	7727.7	
187.79	5489.2	
188.01	4239.3	
188.22	6610.2	
188.43	6681.2	
188.65	5758.9	
188.86	3386	
189.08	4025.6	
189.29	5193.6	
189.5	5236	
189.72	3790.8	
189.93	3830.4	
190.15	5980.8	
190.36	7165.8	
190.57	4121.9	
190.79	4009.9	
191	6059.9	
191.22	6067.4	
191.43	4089.8	
191.64	3403.7	
191.86	6302.3	
192.07	6021.7	
192.29	3563.5	
192.5	3719.8	
192.71	6032	
192.93	5148.6	
193.14	3768.9	
193.35	3788.1	
193.57	5229.1	
193.78	5971.9	
194	3018	
194.21	3706.1	
194.42	4934.2	
194.64	5464	
194.85	4087.1	
195.07	4738.3	
195.28	5449	
195.49	4711.7	
195.71	4997.7	
195.92	3493.8	
196.13	5646.2	
196.35	5737.7	
196.56	5336.3	
196.78	4059.8	
196.99	7078.5	
197.2	6647.7	
197.42	4657.1	
197.63	4099.4	
197.84	4820.2	
198.06	5575.3	
198.27	3746.4	
198.48	5004.6	
198.7	5218.2	
198.91	5313.1	
199.13	4072.7	
199.34	4102.1	
199.55	5858.6	
199.77	4728.1	
199.98	3592.1	
200.19	4137.6	
200.41	5360.2	
200.62	5048.2	
200.83	4304.8	
201.05	4548.5	
201.26	5352	
201.47	5047.6	
201.69	3645.4	
201.9	3534.1	
202.11	5411.4	
202.33	6439.5	
202.54	3893.9	
202.76	4326	
202.97	5514.5	
203.18	5523.4	
203.4	4272.1	
203.61	4115.7	
203.82	5477.6	
204.04	5158.8	
204.25	4153.3	
204.46	4086.4	
204.68	5463.3	
204.89	5734.3	
205.1	4006.5	
205.32	3501.3	
205.53	5866.7	
205.74	5983.5	
205.96	2947	
206.17	4169.7	
206.38	5795.1	
206.6	5980.1	
206.81	4682.3	
207.02	3850.2	
207.24	5668.1	
207.45	6081.8	
207.66	3892.5	
207.88	3280.8	
208.09	5603.2	
208.3	5426.4	
208.52	3581.9	
208.73	3883.6	
208.94	5456.5	
209.15	6186.2	
209.37	3853.6	
209.58	4120.5	
209.79	5985.5	
210.01	5254.4	
210.22	3130	
210.43	3208.5	
210.65	5434.6	
210.86	5830.6	
211.07	3934.8	
211.29	3571	
211.5	5776	
211.71	5372.5	
211.93	3536.8	
212.14	3536.8	
212.35	5375.9	
212.56	5581.4	
212.78	4132.8	
212.99	3388.7	
213.2	6400.6	
213.42	5225.7	
213.63	3719.1	
213.84	3941	
214.06	4767	
214.27	4923.3	
214.48	3850.9	
214.69	4211.3	
214.91	6092.7	
215.12	6214.2	
215.33	4238.6	
215.55	4598.4	
215.76	6682.5	
215.97	5819.6	
216.18	4083	
216.4	3934.8	
216.61	5116.5	
216.82	5943.2	
217.04	3570.3	
217.25	3767.6	
217.46	6078.4	
217.67	5831.9	
217.89	3207.1	
218.1	3363.4	
218.31	5517.9	
218.53	5605.3	
218.74	3776.5	
218.95	3640.6	
219.16	5345.9	
219.38	6332.3	
219.59	3646.1	
219.8	4357.4	
220.01	7069.6	
220.23	5433.9	
220.44	4820.2	
220.65	3505.4	
220.87	5518.6	
221.08	6063.4	
221.29	3272.7	
221.5	4475.5	
221.72	7471	
221.93	5167	
222.14	4104.8	
222.35	4874.8	
222.57	5445.5	
