Wavelength	Intensities	
nm	a.u.	
179.22	1388.7	
179.44	1383.4	
179.65	1394	
179.86	1372.8	
180.08	1364.6	
180.29	2927.2	
180.51	2401.6	
180.72	4240.7	
180.94	4376.5	
181.15	2162.7	
181.37	2175.6	
181.58	3908.2	
181.79	3939.6	
182.01	2241.2	
182.22	2252.1	
182.44	4208.6	
182.65	3695.2	
182.87	2706	
183.08	2441.2	
183.29	4293.9	
183.51	3777.1	
183.72	2262.3	
183.94	2895.1	
184.15	3985.3	
184.37	3933.5	
184.58	2095.8	
184.79	2482.1	
185.01	3807.9	
185.22	4300.1	
185.44	2566.8	
185.65	2386.6	
185.86	4078.2	
186.08	3713	
186.29	2098.5	
186.51	2144.9	
186.72	3913.7	
186.94	4249.5	
187.15	2437.8	
187.36	2414.6	
187.58	4955.4	
187.79	4072	
188.01	2421.4	
188.22	3480.9	
188.43	4510.3	
188.65	4143	
188.86	2220.7	
189.08	2475.3	
189.29	3865.2	
189.5	3797.6	
189.72	2313.5	
189.93	2338.1	
190.15	4195.6	
190.36	4617.5	
190.57	2440.5	
190.79	2362.7	
191	4199.7	
191.22	4239.3	
191.43	2486.9	
191.64	2238.4	
191.86	4372.4	
192.07	4237.2	
192.29	2214.5	
192.5	2232.3	
192.71	4283	
192.93	3941	
193.14	2279.4	
193.35	2411.1	
193.57	3875.4	
193.78	4314.4	
194	1987.2	
194.21	2276.7	
194.42	3522.5	
194.64	3966.9	
194.85	2409.8	
195.07	2727.2	
195.28	3907.5	
195.49	3648.1	
195.71	2775	
195.92	2200.9	
196.13	4159.4	
196.35	3965.6	
196.56	2835.1	
196.78	2426.2	
196.99	4722.6	
197.2	4425.7	
197.42	2632.3	
197.63	2420	
197.84	3719.8	
198.06	4047.5	
198.27	2276	
198.48	2766.8	
198.7	3882.9	
198.91	4085	
199.13	2467.1	
199.34	2498.5	
199.55	4310.3	
199.77	3389.4	
199.98	2251.4	
200.19	2470.5	
200.41	4045.4	
200.62	3765.5	
200.83	2465.1	
