Wavelength	Intensities	
nm	a.u.	
179.22	1908.7	
179.44	1916.2	
179.65	1901.2	
179.86	1931.2	
180.08	1937.4	
180.29	4987.5	
180.51	3530.7	
180.72	5645.6	
180.94	6668.2	
181.15	3282.2	
181.37	3179.8	
181.58	5541.8	
181.79	5849	
182.01	3422.8	
182.22	3642	
182.44	5844.2	
182.65	4852.3	
182.87	4612	
183.08	4012	
183.29	6108.4	
183.51	5076.2	
183.72	3732.8	
183.94	5418.2	
184.15	5445.5	
184.37	5446.9	
184.58	3218	
184.79	4497.3	
185.01	4999.1	
185.22	5790.3	
185.44	4745.1	
185.65	3943	
185.86	5313.1	
186.08	4896	
186.29	3109.5	
186.51	3420.1	
186.72	5030.5	
186.94	5981.4	
187.15	3901.4	
187.36	4089.8	
187.58	7849.2	
187.79	5520	
188.01	4219.5	
188.22	6633.4	
188.43	6625.9	
188.65	5763	
188.86	3349.1	
189.08	4087.7	
189.29	5209.3	
189.5	5236	
189.72	3799.7	
189.93	3878.9	
190.15	6017.6	
190.36	7184.3	
190.57	4186	
190.79	4037.9	
191	6105	
191.22	6027.9	
191.43	4128	
191.64	3390.1	
191.86	6294.1	
192.07	5984.2	
192.29	3619.4	
192.5	3812	
192.71	5964.4	
192.93	5188.9	
193.14	3700	
193.35	3781.9	
193.57	5268.7	
193.78	6040.8	
194	2981.8	
194.21	3734.8	
194.42	4972.5	
194.64	5411.4	
194.85	4057	
195.07	4818.9	
195.28	5492	
195.49	4762.9	
195.71	5067.4	
195.92	3502.7	
196.13	5634	
196.35	5735	
196.56	5429.8	
196.78	4114.4	
196.99	7061.4	
197.2	6635.4	
197.42	4661.2	
197.63	4147.8	
197.84	4875.5	
198.06	5655.1	
198.27	3789.4	
198.48	5039.4	
198.7	5244.2	
198.91	5360.9	
199.13	4158.1	
199.34	4132.1	
199.55	5930.2	
199.77	4763.6	
199.98	3627.6	
200.19	4194.2	
200.41	5335.6	
200.62	5025.7	
200.83	4296.6	
201.05	4650.9	
201.26	5393	
201.47	5065.3	
201.69	3726.6	
201.9	3516.4	
202.11	5436.7	
202.33	6427.9	
202.54	3927.3	
202.76	4309.6	
202.97	5591	
203.18	5545.2	
203.4	4293.9	
203.61	4157.4	
203.82	5528.8	
204.04	5131.5	
204.25	4126	
204.46	4069.3	
204.68	5457.8	
204.89	5799.2	
205.1	4006.5	
205.32	3485.6	
205.53	5861.3	
205.74	6038.1	
205.96	2969.6	
206.17	4224.3	
206.38	5825.1	
206.6	5997.1	
206.81	4779.3	
207.02	3802.4	
207.24	5733.6	
207.45	6194.4	
207.66	3950.5	
207.88	3345	
208.09	5678.3	
208.3	5464.7	
208.52	3583.3	
208.73	3923.9	
208.94	5474.2	
209.15	6098.2	
209.37	3879.5	
209.58	4104.8	
209.79	6004	
210.01	5289.9	
210.22	3072	
210.43	3239.9	
210.65	5448.3	
210.86	5928.9	
211.07	3930.1	
211.29	3573	
211.5	5787.6	
211.71	5399.1	
211.93	3579.2	
212.14	3593.5	
212.35	5401.9	
212.56	5679.7	
212.78	4101.4	
212.99	3391.4	
213.2	6427.9	
213.42	5201.8	
213.63	3759.4	
213.84	3983.3	
214.06	4828.4	
214.27	4915.1	
214.48	3969.6	
214.69	4130.1	
214.91	6159.6	
215.12	6261.3	
215.33	4216.1	
215.55	4650.9	
215.76	6769.2	
215.97	5848.3	
216.18	4037.9	
216.4	3911.6	
216.61	5210.7	
216.82	5993	
217.04	3657.7	
217.25	3781.9	
217.46	6133	
217.67	5857.2	
217.89	3231.7	
218.1	3384.6	
218.31	5547.9	
218.53	5683.1	
218.74	3775.8	
218.95	3667.9	
219.16	5373.9	
219.38	6409.5	
219.59	3719.8	
219.8	4392.2	
220.01	7112.6	
220.23	5517.2	
220.44	4793.6	
220.65	3608.5	
220.87	5538.4	
221.08	6095.4	
221.29	3375.1	
221.5	4409.3	
221.72	7514.7	
221.93	5125.4	
222.14	4202.4	
222.35	4889.9	
222.57	5461.9	
222.78	5825.8	
222.99	3893.9	
223.2	4263.9	
223.42	5808	
223.63	5902.9	
223.84	2955.2	
224.05	3028.9	
224.27	6950.1	
224.48	6343.9	
224.69	5132.9	
224.9	4137.6	
225.12	5661.3	
225.33	5452.4	
225.54	3300	
225.75	3745.7	
225.97	5033.9	
226.18	5343.2	
226.39	3980.6	
226.6	3680.2	
226.82	5242.8	
227.03	5055.8	
227.24	4160.1	
227.45	3401	
227.67	5816.2	
227.88	6425.2	
228.09	4630.5	
228.3	4607.2	
228.52	5851	
228.73	5412.1	
228.94	3807.2	
229.15	3350.5	
229.36	5370.5	
229.58	5268.1	
229.79	3862.5	
230	4511.7	
230.21	6508.4	
230.43	5576.6	
230.64	4123.2	
230.85	4268	
231.06	5838.8	
231.28	5907.7	
231.49	3399.6	
231.7	3983.3	
231.91	5767.1	
232.12	5462.6	
232.34	3494.5	
232.55	3981.3	
232.76	6113.2	
232.97	5649	
233.18	3650.8	
233.4	4087.7	
233.61	5723.4	
233.82	5190.2	
234.03	3763.5	
234.25	3737.5	
234.46	7684.7	
234.67	5500.2	
234.88	4259.1	
235.09	3617.4	
235.31	5755.5	
235.52	5358.9	
235.73	4051.6	
235.94	3474.7	
236.15	5224.4	
236.37	6654.5	
236.58	3618.8	
236.79	3952.6	
237	5734.3	
237.21	4924.7	
