Wavelength	Intensities	
nm	a.u.	
179.22	1755.5	
179.44	1740.8	
179.65	1770.1	
179.86	1711.4	
180.08	1758.5	
180.29	4065.9	
180.51	3007.1	
180.72	5102.2	
180.94	5748	
181.15	2823.5	
181.37	2774.3	
181.58	4951.3	
181.79	5128.1	
182.01	2912.9	
182.22	3080.8	
182.44	5134.9	
182.65	4414.7	
182.87	3775.8	
183.08	3386.7	
183.29	5359.5	
183.51	4516.5	
183.72	3044.6	
183.94	4331.5	
184.15	4807.3	
184.37	4751.3	
184.58	2748.4	
184.79	3593.5	
185.01	4576.5	
185.22	5143.8	
185.44	3822.2	
185.65	3308.2	
185.86	4803.2	
186.08	4481.6	
186.29	2682.8	
186.51	2864.4	
186.72	4569	
186.94	5214.8	
187.15	3325.2	
187.36	3429	
187.58	6566.5	
187.79	4926	
188.01	3491.1	
188.22	5342.5	
188.43	5784.8	
188.65	5109	
188.86	2876.7	
189.08	3406.5	
189.29	4699.4	
189.5	4679.6	
189.72	3084.9	
189.93	3195.5	
190.15	5248.9	
190.36	6107	
190.57	3366.2	
190.79	3350.5	
191	5248.3	
191.22	5294	
191.43	3431.7	
191.64	2928.6	
191.86	5432.6	
192.07	5291.3	
192.29	3028.9	
192.5	3111.5	
192.71	5289.2	
192.93	4618.2	
193.14	3084.9	
193.35	3127.9	
193.57	4622.3	
193.78	5223	
194	2558.6	
194.21	3034.4	
194.42	4461.8	
194.64	4836.6	
194.85	3379.8	
195.07	3944.4	
195.28	4820.2	
195.49	4283	
195.71	4081.6	
195.92	2962.7	
196.13	5023.7	
196.35	5026.4	
196.56	4257.7	
196.78	3332	
196.99	6036.7	
197.2	5664.7	
197.42	3790.8	
197.63	3407.1	
197.84	4401.8	
198.06	4999.8	
198.27	3109.5	
198.48	4042	
198.7	4652.3	
198.91	4810	
199.13	3411.9	
199.34	3379.8	
199.55	5167.7	
199.77	4222.2	
199.98	3063.1	
200.19	3348.4	
200.41	4797.7	
200.62	4479.6	
200.83	3493.2	
201.05	3766.9	
201.26	4803.2	
201.47	4571.7	
201.69	3089.7	
201.9	2943.6	
202.11	4829.1	
202.33	5565.7	
202.54	3238.5	
202.76	3623.5	
202.97	4915.1	
203.18	4960.2	
203.4	3498.6	
203.61	3510.9	
203.82	4952.7	
204.04	4567.7	
204.25	3419.4	
204.46	3367.5	
204.68	4823.6	
204.89	4958.8	
205.1	3285.6	
205.32	2930	
205.53	5103.5	
205.74	5253.7	
205.96	2539.5	
206.17	3454.9	
206.38	5070.8	
206.6	5255.8	
206.81	3885.7	
207.02	3136.8	
207.24	5003.9	
207.45	5324	
207.66	3276.8	
207.88	2835.1	
208.09	4992.9	
208.3	4819.6	
208.52	3002.3	
208.73	3259	
208.94	4843.4	
209.15	5360.9	
209.37	3265.1	
209.58	3663.1	
209.79	5289.9	
210.01	4685.8	
210.22	2703.3	
210.43	2821.4	
210.65	4777.2	
210.86	5164.3	
211.07	3244	
211.29	3046	
211.5	5062.6	
211.71	4786.8	
211.93	3007.8	
212.14	2977.7	
212.35	4797.7	
212.56	4952	
212.78	3397.6	
212.99	2824.1	
213.2	5553.4	
213.42	4683	
213.63	3089	
213.84	3254.2	
214.06	4368.3	
214.27	4422.9	
214.48	3225.6	
214.69	3451.5	
214.91	5370.5	
215.12	5397.1	
215.33	3457.7	
215.55	3724.6	
215.76	5806.7	
215.97	5084.4	
216.18	3363.4	
216.4	3324.5	
216.61	4541	
216.82	5169.8	
217.04	3007.1	
217.25	3080.8	
217.46	5285.1	
217.67	5086.5	
217.89	2734	
218.1	2826.2	
218.31	4891.9	
218.53	4960.2	
218.74	3175.7	
218.95	3078.1	
219.16	4815.5	
219.38	5552	
219.59	3067.2	
219.8	3599.6	
220.01	5988.9	
220.23	4891.2	
220.44	3855	
220.65	2981.2	
220.87	4913.8	
221.08	5296.7	
221.29	2848.7	
221.5	3629	
221.72	6367.1	
221.93	4558.8	
222.14	3409.9	
222.35	3953.3	
222.57	4791.6	
222.78	5187.5	
222.99	3317	
223.2	3469.9	
223.42	5036	
223.63	5152	
223.84	2533.3	
224.05	2553.8	
224.27	5937.1	
224.48	5516.5	
224.69	4006.5	
224.9	3418.7	
225.12	4986.8	
225.33	4797.7	
