Wavelength	Intensities	
nm	a.u.	
179.22	1759.5	
179.44	1767.4	
179.65	1751.7	
179.86	1783.1	
180.08	1741.5	
180.29	4197.7	
180.51	3080.8	
180.72	5223.7	
180.94	5777.3	
181.15	2828.9	
181.37	2820.1	
181.58	5020.9	
181.79	5212.1	
182.01	2978.4	
182.22	3143.6	
182.44	5252.4	
182.65	4457.7	
182.87	3852.2	
183.08	3432.4	
183.29	5509.7	
183.51	4552	
183.72	3123.8	
183.94	4484.4	
184.15	4906.9	
184.37	4868	
184.58	2816.6	
184.79	3736.9	
185.01	4554	
185.22	5243.5	
185.44	3886.4	
185.65	3368.2	
185.86	4874.2	
186.08	4491.9	
186.29	2779.1	
186.51	2878.8	
186.72	4631.8	
186.94	5302.9	
187.15	3364.8	
187.36	3461.1	
187.58	6692.8	
187.79	4949.3	
188.01	3516.4	
188.22	5398.4	
188.43	5860.6	
188.65	5156.8	
188.86	2951.8	
189.08	3472	
189.29	4737.6	
189.5	4745.1	
189.72	3158	
189.93	3237.8	
190.15	5380.7	
190.36	6254.5	
190.57	3404.4	
190.79	3411.9	
191	5314.5	
191.22	5376.6	
191.43	3505.4	
191.64	2993.4	
191.86	5576.6	
192.07	5421	
192.29	3046.7	
192.5	3153.2	
192.71	5350	
192.93	4715.1	
193.14	3186	
193.35	3263.8	
193.57	4731.5	
193.78	5382.1	
194	2625.5	
194.21	3148.4	
194.42	4545.1	
194.64	4891.9	
194.85	3426.3	
195.07	3945.1	
195.28	4917.2	
195.49	4324.6	
195.71	4149.9	
195.92	3022.8	
196.13	5076.9	
196.35	5098.1	
196.56	4429.1	
196.78	3455.6	
196.99	6221.7	
197.2	5818.3	
197.42	3872	
197.63	3439.2	
197.84	4478.9	
198.06	5053.7	
198.27	3211.2	
198.48	4157.4	
198.7	4691.2	
198.91	4893.3	
199.13	3515.7	
199.34	3480.2	
199.55	5328.8	
199.77	4269.3	
199.98	3127.9	
200.19	3562.1	
200.41	4855.7	
200.62	4614.8	
200.83	3607.8	
201.05	3846.8	
201.26	4831.2	
201.47	4657.8	
201.69	3094.5	
201.9	2997.5	
202.11	4923.3	
202.33	5720.7	
202.54	3282.9	
202.76	3689.1	
202.97	4962.2	
203.18	5021.6	
203.4	3562.1	
203.61	3608.5	
203.82	4965.6	
204.04	4646.8	
204.25	3519.8	
204.46	3416.7	
204.68	4894.6	
204.89	5090.6	
205.1	3396.2	
205.32	3005.1	
205.53	5218.9	
205.74	5332.9	
205.96	2570.2	
206.17	3556.6	
206.38	5193	
206.6	5312.4	
206.81	3936.9	
207.02	3318.4	
207.24	5067.4	
207.45	5433.9	
207.66	3319.8	
207.88	2900.6	
208.09	5025	
208.3	4872.8	
208.52	3083.6	
208.73	3401	
208.94	4863.9	
209.15	5474.9	
209.37	3332	
209.58	3780.6	
209.79	5304.9	
210.01	4722.6	
210.22	2710.1	
210.43	2836.4	
210.65	4911.7	
210.86	5225.7	
211.07	3316.3	
211.29	3096.5	
