Wavelength	Intensities	
nm	a.u.	
179.22	1498.1	
179.44	1511.4	
179.65	1484.8	
179.86	1538	
180.08	1542.8	
180.29	3334.8	
180.51	2628.2	
180.72	4530.8	
180.94	4898.1	
181.15	2393.4	
181.37	2402.9	
181.58	4322.6	
181.79	4473.4	
182.01	2516.3	
182.22	2519	
182.44	4549.2	
182.65	3987.4	
182.87	3025.5	
183.08	2720.4	
183.29	4709	
183.51	3988.8	
183.72	2539.5	
183.94	3400.3	
184.15	4297.3	
184.37	4162.8	
184.58	2317.6	
184.79	2869.2	
185.01	4121.2	
185.22	4580.6	
185.44	2988.7	
185.65	2718.3	
185.86	4382.7	
186.08	4031.8	
186.29	2326.5	
186.51	2462.3	
186.72	4128.7	
186.94	4620.2	
187.15	2753.8	
187.36	2790	
187.58	5552.7	
187.79	4356.7	
188.01	2801.6	
188.22	4131.4	
188.43	4985.4	
188.65	4516.5	
188.86	2487.6	
189.08	2772.9	
189.29	4132.8	
189.5	4141.7	
189.72	2573.6	
189.93	2619.4	
190.15	4596.3	
190.36	5201.8	
190.57	2788.7	
190.79	2740.9	
191	4584	
191.22	4569.7	
191.43	2839.8	
191.64	2430.9	
191.86	4747.2	
192.07	4592.2	
192.29	2512.9	
192.5	2568.2	
192.71	4618.2	
192.93	4197	
193.14	2529.9	
193.35	2634.4	
193.57	4127.3	
193.78	4629.8	
194	2224.1	
194.21	2529.9	
194.42	3999.7	
194.64	4307.6	
194.85	2778.4	
195.07	3125.2	
195.28	4212	
195.49	3874.8	
195.71	3207.1	
195.92	2467.8	
196.13	4440	
196.35	4367	
196.56	3366.9	
196.78	2709.5	
196.99	5166.3	
197.2	4871.4	
197.42	2967.5	
197.63	2772.9	
197.84	3987.4	
198.06	4387.4	
198.27	2590	
198.48	3204.4	
198.7	4108.9	
198.91	4345.8	
199.13	2765.4	
199.34	2784.6	
199.55	4674.1	
199.77	3764.2	
199.98	2549	
200.19	2774.3	
200.41	4329.4	
200.62	4037.9	
200.83	2822.1	
201.05	3005.1	
201.26	4303.5	
201.47	4085	
201.69	2547	
201.9	2530.6	
202.11	4330.8	
202.33	4816.8	
202.54	2627.5	
202.76	2857.6	
202.97	4300.1	
203.18	4415.4	
203.4	2871.3	
203.61	2908.8	
203.82	4354.7	
204.04	4090.5	
204.25	2783.2	
204.46	2696.5	
204.68	4278.2	
204.89	4405.9	
205.1	2667.8	
205.32	2420	
205.53	4407.9	
205.74	4581.3	
205.96	2196.8	
206.17	2788	
206.38	4457.7	
206.6	4571.7	
206.81	3044	
207.02	2600.2	
207.24	4422.2	
207.45	4670.7	
207.66	2663.7	
207.88	2366.1	
208.09	4390.2	
208.3	4265.2	
208.52	2542.2	
208.73	2765.4	
208.94	4308.9	
209.15	4661.2	
209.37	2682.2	
209.58	2715.6	
209.79	4555.4	
210.01	4179.9	
210.22	2282.8	
210.43	2375	
210.65	4242.7	
210.86	4485.7	
211.07	2611.8	
211.29	2525.1	
211.5	4410.6	
211.71	4234.5	
211.93	2534	
212.14	2521.7	
212.35	4258.4	
212.56	4244.8	
212.78	2778.4	
212.99	2390	
213.2	4801.1	
213.42	4258.4	
213.63	2605.7	
213.84	2654.2	
214.06	3941.7	
214.27	4033.1	
214.48	2637.1	
214.69	2790.7	
214.91	4712.4	
215.12	4647.5	
215.33	2781.8	
215.55	2979.1	
215.76	4973.2	
215.97	4429.8	
216.18	2723.8	
216.4	2698.5	
216.61	4120.5	
216.82	4558.1	
217.04	2538.8	
217.25	2566.1	
217.46	4640.7	
217.67	4508.9	
217.89	2341.5	
218.1	2381.8	
218.31	4274.8	
218.53	4369.7	
218.74	2680.8	
218.95	2541.5	
219.16	4293.2	
219.38	4778.6	
219.59	2512.9	
219.8	2910.8	
220.01	5070.1	
220.23	4291.2	
220.44	3117.7	
220.65	2477.4	
220.87	4356	
221.08	4645.5	
221.29	2456.2	
221.5	2945.7	
221.72	5251	
221.93	4043.4	
222.14	2744.3	
222.35	3173.7	
222.57	4265.2	
222.78	4558.1	
222.99	2715.6	
223.2	2816.6	
223.42	4399.7	
223.63	4478.2	
223.84	2175.6	
224.05	2207.7	
224.27	4996.4	
224.48	4795	
224.69	3214.6	
224.9	2804.4	
225.12	4345.1	
225.33	4201.1	
225.54	2312.2	
225.75	2561.3	
225.97	4104.8	
226.18	4255	
226.39	2596.1	
226.6	2547.7	
226.82	4158.7	
227.03	3993.5	
227.24	2732.7	
227.45	2394.8	
227.67	4560.1	
227.88	4706.9	
228.09	3082.9	
228.3	3036.5	
228.52	4539	
228.73	4228.4	
228.94	2592	
229.15	2396.1	
229.36	4330.1	
229.58	4280.9	
229.79	2693.8	
230	2958.6	
230.21	4910.3	
230.43	4230.4	
230.64	2725.8	
230.85	2806.4	
231.06	4571.7	
231.28	4582.7	
231.49	2378.4	
231.7	2755.2	
231.91	4502.1	
232.12	4248.2	
232.34	2462.3	
232.55	2656.9	
232.76	4614.8	
232.97	4290.5	
233.18	2538.8	
233.4	2781.8	
233.61	4302.8	
233.82	4129.4	
234.03	2597.5	
234.25	2603.7	
234.46	5478.3	
234.67	4334.9	
234.88	2835.1	
235.09	2570.2	
235.31	4306.9	
235.52	4178.5	
235.73	2727.2	
235.94	2434.4	
236.15	4167.6	
236.37	4863.2	
236.58	2472.6	
236.79	2631.6	
237	4470.7	
237.21	3961.5	
237.43	2836.4	
237.64	2345.6	
237.85	6455.2	
238.06	4035.2	
238.27	2769.5	
238.48	2414.6	
238.7	4515.1	
238.91	4220.2	
239.12	2602.3	
239.33	2738.8	
239.54	4046.1	
239.76	4184.7	
239.97	2689.7	
240.18	2690.3	
240.39	4879.6	
240.6	4364.9	
240.82	2832.3	
241.03	2373.6	
241.24	4199.7	
241.45	4709	
241.66	2490.3	
241.87	2843.9	
242.09	4772.4	
242.3	4850.3	
242.51	2869.9	
242.72	2615.3	
242.93	4473.4	
243.14	4218.8	
243.36	3018	
243.57	3155.2	
243.78	4750.6	
243.99	4458.4	
244.2	2641.2	
244.41	2447.3	
244.63	3988.1	
244.84	4393.6	
245.05	2838.5	
245.26	2638.5	
245.47	4505.5	
245.68	4495.3	
245.9	3279.5	
246.11	2760.7	
246.32	4128	
246.53	4465.9	
246.74	4037.9	
246.95	2347	
247.16	4159.4	
247.38	4277.5	
247.59	2458.2	
247.8	2665.1	
248.01	3970.3	
248.22	4263.2	
248.43	2508.1	
248.64	2703.3	
248.86	3977.2	
249.07	4171.7	
249.28	2545.6	
249.49	2727.2	
249.7	4534.9	
249.91	4569.7	
250.12	2428.9	
250.34	2480.1	
250.55	4384.7	
250.76	4287.8	
250.97	2745.6	
251.18	2768.2	
251.39	4537.6	
251.6	4371.7	
251.81	2798.2	
252.03	2747	
252.24	4160.8	
252.45	4509.6	
252.66	2445.3	
252.87	2839.8	
253.08	4328	
253.29	5169.1	
253.5	2467.8	
253.72	3149.1	
253.93	4216.1	
254.14	4847.5	
254.35	2624.1	
254.56	2615.3	
254.77	4369	
254.98	4042.7	
255.19	2592	
255.41	3118.4	
255.62	4403.1	
255.83	4615.4	
256.04	2854.9	
256.25	2712.2	
256.46	4954.7	
256.67	4106.9	
256.88	2826.9	
257.09	2994.8	
257.31	3964.9	
257.52	4032.5	
257.73	3407.8	
257.94	2637.1	
258.15	4268	
258.36	4203.1	
258.57	3061	
258.78	2183.8	
258.99	4610.7	
259.2	4163.5	
259.41	2563.4	
259.63	2642.6	
259.84	4772.4	
260.05	4875.5	
260.26	3112.9	
260.47	2538.1	
260.68	4636.6	
260.89	4173.8	
261.1	2996.2	
261.31	2504	
261.52	4738.3	
261.73	4749.2	
261.95	3209.2	
262.16	2794.8	
262.37	4635.2	
262.58	4728.1	
262.79	3138.9	
263	2591.4	
263.21	4341.7	
263.42	4090.5	
263.63	2836.4	
263.84	2674.6	
264.05	4598.4	
264.26	4681	
264.47	3066.5	
264.69	2834.4	
264.9	4785.4	
265.11	4278.2	
265.32	2492.4	
265.53	2499.2	
265.74	4390.2	
265.95	3880.2	
266.16	2760.7	
266.37	2937.5	
266.58	4382	
266.79	4124.6	
267	2559.3	
267.21	2418	
267.42	3998.3	
267.63	4247.5	
267.84	2648	
268.06	2418	
268.27	4553.3	
268.48	4635.2	
268.69	2630.3	
268.9	2988	
269.11	4571.1	
269.32	3949.8	
269.53	2674.6	
269.74	2524.5	
269.95	4358.8	
270.16	3933.5	
270.37	2667.1	
270.58	3041.9	
270.79	4215.4	
271	4594.3	
271.21	2785.2	
271.42	2701.3	
271.63	4455	
271.84	4001	
272.05	2304.6	
272.26	2483.5	
272.47	4315.1	
272.68	4343.7	
272.89	2638.5	
273.11	2848	
273.32	4097.3	
273.53	4696	
273.74	2779.8	
273.95	2770.2	
274.16	4508.3	
274.37	4237.9	
274.58	2870.6	
274.79	2430.9	
275	4387.4	
275.21	4444.8	
275.42	3379.8	
275.63	2892.4	
275.84	4459.1	
276.05	5235.3	
276.26	2784.6	
276.47	2610.5	
276.68	4268	
276.89	4846.9	
277.1	2951.1	
277.31	2415.2	
277.52	4367	
277.73	4670.7	
277.94	2395.4	
278.15	2573.6	
278.36	4423.6	
278.57	4117.8	
278.78	2656.2	
278.99	2805	
279.2	4187.4	
279.41	4031.1	
279.62	3271.3	
279.83	2452.8	
280.04	4911	
280.25	4045.4	
280.46	3210.5	
280.67	2721.8	
280.88	4094.6	
281.09	4617.5	
281.3	2779.1	
281.51	3337.5	
281.72	4113	
281.93	4502.8	
282.14	2614.6	
282.35	2710.1	
282.56	4634.6	
282.77	4503.5	
282.98	2648.7	
283.19	3064.4	
283.4	5237.3	
283.61	4227.7	
283.82	2464.4	
284.03	3177.1	
284.24	4440	
284.45	4573.1	
284.66	3213.9	
284.87	3010.5	
285.08	4634.6	
285.29	4675.5	
285.5	2428.9	
285.71	2634.4	
285.92	4516.5	
286.12	4945.8	
286.33	3115.6	
286.54	2658.9	
286.75	4567	
286.96	4171	
287.17	2517.6	
287.38	3022.1	
287.59	4120.5	
287.8	4177.9	
288.01	2607.7	
288.22	2899.9	
288.43	4360.1	
288.64	3902.1	
288.85	3069.9	
289.06	2919.7	
289.27	4547.9	
289.48	4737	
289.69	3196.9	
289.9	2922.5	
290.11	4701.5	
290.32	4175.1	
290.53	3005.1	
290.74	2837.1	
290.94	4573.8	
291.15	4575.8	
291.36	2571.6	
291.57	2889.7	
291.78	4202.4	
291.99	3945.8	
292.2	2521.7	
292.41	2810.5	
292.62	4590.2	
292.83	4441.4	
293.04	3386.7	
293.25	2568.2	
293.46	4201.7	
293.67	4576.5	
293.88	2504.7	
294.09	2443.9	
294.29	4055.7	
294.5	4395.6	
294.71	2720.4	
294.92	2615.3	
295.13	4182	
295.34	4976.6	
295.55	2405	
295.76	2347	
295.97	4513.7	
296.18	4892.6	
296.39	2423.4	
296.6	2551.1	
296.81	4259.1	
297.01	4485.7	
297.22	2635.1	
297.43	2598.9	
297.64	4199.7	
297.85	3995.6	
298.06	2248.7	
298.27	2384.5	
298.48	4191.5	
298.69	4090.5	
298.9	2743.6	
299.11	2528.6	
299.31	4050.9	
299.52	4070.7	
299.73	2922.5	
299.94	2797.5	
300.15	4311	
300.36	4089.8	
300.57	2833	
300.78	2783.9	
300.99	4154.6	
301.2	4336.9	
301.4	2590	
301.61	2672.6	
301.82	4422.2	
302.03	4516.5	
302.24	2973	
302.45	2465.8	
302.66	4435.9	
302.87	4500.8	
303.08	2546.3	
303.29	3201	
303.49	4225	
303.7	4163.5	
303.91	2369.5	
304.12	3136.8	
304.33	3912.3	
304.54	4388.1	
304.75	2553.8	
304.96	2540.8	
305.16	4463.9	
305.37	4771.1	
305.58	2343.6	
305.79	2344.9	
306	4457.7	
306.21	3908.2	
306.42	2563.4	
306.63	3578.5	
306.83	4132.1	
307.04	4490.5	
307.25	2783.2	
307.46	2694.4	
307.67	3877.5	
307.88	4415.4	
308.09	2570.9	
308.29	2551.8	
308.5	4308.2	
308.71	4524.6	
308.92	2706.7	
309.13	2463	
309.34	4316.4	
309.55	4228.4	
309.75	3072.6	
309.96	2805	
310.17	4509.6	
310.38	4057.7	
310.59	2872.6	
310.8	2805	
311.01	4166.9	
311.21	4245.4	
311.42	2512.9	
311.63	2542.2	
311.84	4135.5	
312.05	4280.9	
312.26	2808.4	
312.46	3001	
312.67	4151.2	
312.88	3954.6	
313.09	2465.8	
313.3	2501.9	
313.51	4707.6	
313.71	4917.9	
313.92	2545.6	
314.13	2605	
314.34	4394.9	
314.55	4286.4	
314.76	2979.1	
314.96	2638.5	
315.17	4392.2	
315.38	4334.2	
315.59	2604.3	
315.8	2421.4	
316.01	4666.6	
316.21	4755.4	
316.42	2475.3	
316.63	2725.2	
316.84	4200.4	
317.05	4539	
317.26	2854.9	
317.46	2592	
317.67	4228.4	
317.88	4498	
318.09	3026.9	
318.3	2375	
318.5	4199	
318.71	4345.8	
318.92	3644.7	
319.13	2865.8	
319.34	4575.8	
319.54	4554	
319.75	2371.5	
319.96	2274.6	
320.17	4429.1	
320.38	4561.5	
320.58	2370.2	
320.79	2686.9	
321	4564.2	
321.21	4665.3	
321.42	2745	
321.62	2380.4	
321.83	4139.6	
322.04	4265.2	
322.25	2639.8	
322.46	2484.2	
322.66	4253.6	
322.87	4502.1	
323.08	2906.8	
323.29	2426.8	
323.5	4893.3	
323.7	3998.3	
323.91	3155.2	
324.12	2911.5	
324.33	4418.2	
324.53	4500.1	
324.74	2777	
324.95	2887	
325.16	3992.2	
325.37	4186.7	
325.57	2499.2	
325.78	2510.1	
325.99	4446.1	
326.2	4016.7	
326.4	3368.9	
326.61	2357.2	
326.82	4230.4	
327.03	4316.4	
327.24	3251.5	
327.44	3114.3	
327.65	4500.8	
327.86	3800.3	
328.07	2826.9	
328.27	2435.7	
328.48	4687.8	
328.69	4012.7	
328.9	3297.9	
329.1	2573.6	
329.31	4231.8	
329.52	4656.4	
329.73	2562	
329.93	2708.1	
330.14	4354.7	
330.35	4399	
330.56	3710.9	
330.76	2919.7	
330.97	4219.5	
331.18	4289.8	
331.39	2673.3	
331.59	2308.1	
331.8	4630.5	
332.01	4657.1	
332.22	2547.7	
332.42	2810.5	
332.63	4356	
332.84	3973.1	
333.05	2735.4	
333.25	2545.6	
333.46	4107.5	
333.67	4252.9	
333.88	2613.9	
334.08	2776.4	
334.29	5243.5	
334.5	4526.7	
334.7	2514.2	
334.91	3281.5	
335.12	3949.2	
335.33	4453	
335.53	2740.9	
335.74	3617.4	
335.95	4235.2	
336.16	3956	
336.36	2684.9	
336.57	2970.9	
336.78	3930.1	
336.98	4502.1	
337.19	3211.2	
337.4	2647.3	
337.61	4952.7	
337.81	3990.8	
338.02	2577.7	
338.23	3044	
338.43	4686.4	
338.64	4091.8	
338.85	2543.6	
339.05	3166.8	
339.26	4777.2	
339.47	3970.3	
339.68	2512.9	
339.88	3371	
340.09	4428.4	
340.3	4561.5	
340.5	2828.9	
340.71	2301.2	
340.92	4050.9	
341.13	4590.9	
341.33	2426.2	
341.54	2841.9	
341.75	4401.1	
341.95	4128	
342.16	2699.9	
342.37	2950.4	
342.57	3973.7	
342.78	4177.2	
342.99	2876	
343.19	2332	
343.4	4534.9	
343.61	4420.9	
343.81	2703.3	
344.02	2396.1	
344.23	4476.9	
344.43	4638.6	
344.64	2979.8	
344.85	2875.3	
345.06	4476.2	
345.26	4603.2	
345.47	2842.6	
345.68	3130	
345.88	4027.7	
346.09	4514.4	
346.3	2898.6	
346.5	2254.1	
346.71	4158.1	
346.92	4066.6	
347.12	2471.2	
347.33	2733.4	
347.54	4517.1	
347.74	4759.5	
347.95	2757.9	
348.16	2248.7	
348.36	4098	
348.57	4022.9	
348.78	2849.4	
348.98	2905.4	
349.19	4242.7	
349.39	3861.8	
349.6	2418	
349.81	2491	
350.01	4476.9	
350.22	4065.2	
350.43	2777	
350.63	3114.3	
350.84	4214	
351.05	4018.8	
351.25	2518.3	
351.46	2311.5	
351.67	4500.1	
351.87	4038.6	
352.08	2632.3	
352.29	2928.6	
352.49	4493.2	
352.7	4303.5	
352.9	2413.9	
353.11	2888.3	
353.32	4824.3	
353.52	4096.6	
353.73	2441.2	
353.94	2968.2	
354.14	4354.7	
354.35	4128.7	
