Wavelength	Intensities	
nm	a.u.	
179.22	1884.8	
179.44	1871.2	
179.65	1898.5	
179.86	1843.9	
180.08	1910.1	
180.29	4874.8	
180.51	3489.7	
180.72	5670.1	
180.94	6561.7	
181.15	3249.4	
181.37	3181.9	
181.58	5386.8	
181.79	5771.2	
182.01	3344.3	
182.22	3615.3	
182.44	5717.2	
182.65	4850.3	
182.87	4523.3	
183.08	3985.3	
183.29	6038.1	
183.51	4976.6	
183.72	3614	
183.94	5237.3	
184.15	5350	
184.37	5362.3	
184.58	3138.2	
184.79	4360.8	
185.01	4930.8	
185.22	5738.4	
185.44	4590.9	
185.65	3835.8	
185.86	5212.1	
186.08	4814.8	
186.29	3097.9	
186.51	3320.4	
186.72	5012.1	
186.94	5862.7	
187.15	3797.6	
187.36	3938.2	
187.58	7647.8	
187.79	5459.9	
188.01	4138.3	
188.22	6462	
188.43	6526.9	
188.65	5694.7	
188.86	3293.1	
189.08	3928	
189.29	5203.2	
189.5	5155.4	
189.72	3682.9	
189.93	3794.9	
190.15	5874.9	
190.36	7015	
190.57	4057.7	
190.79	3940.3	
191	6018.3	
191.22	5958.2	
191.43	4067.9	
191.64	3317.7	
191.86	6137.8	
192.07	5894.7	
192.29	3477.5	
192.5	3622.2	
192.71	5894.1	
192.93	5100.1	
193.14	3640.6	
193.35	3733.4	
193.57	5110.4	
193.78	5943.9	
194	2948.4	
194.21	3615.3	
194.42	4897.4	
194.64	5384.1	
194.85	3933.5	
195.07	4642.1	
195.28	5453.7	
195.49	4680.3	
195.71	4890.5	
195.92	3458.3	
196.13	5547.3	
196.35	5623	
196.56	5264.6	
196.78	3981.9	
196.99	6974	
197.2	6500.3	
197.42	4510.3	
197.63	4006.5	
197.84	4813.4	
198.06	5545.2	
198.27	3706.1	
198.48	4885.1	
198.7	5143.8	
198.91	5261.2	
199.13	4019.5	
199.34	3981.3	
199.55	5795.8	
199.77	4616.8	
199.98	3575.1	
200.19	4081.6	
200.41	5214.1	
200.62	4989.5	
200.83	4166.3	
201.05	4446.1	
201.26	5251	
201.47	5047.6	
201.69	3554.6	
201.9	3426.3	
202.11	5347.9	
202.33	6376	
202.54	3794.9	
202.76	4229.7	
202.97	5479	
203.18	5467.4	
203.4	4152.6	
203.61	4117.8	
203.82	5406.6	
204.04	5033.9	
204.25	4028.4	
204.46	3893.2	
204.68	5321.3	
204.89	5621	
205.1	3861.8	
205.32	3386	
205.53	5721.3	
205.74	5907	
205.96	2875.3	
206.17	4065.9	
206.38	5731.6	
206.6	5881.1	
206.81	4564.2	
207.02	3725.3	
207.24	5651	
207.45	6050.4	
207.66	3801.7	
207.88	3289	
208.09	5578	
208.3	5316.5	
208.52	3479.5	
208.73	3790.8	
208.94	5374.6	
209.15	6053.8	
209.37	3788.1	
209.58	4008.6	
209.79	5910.4	
210.01	5141.8	
210.22	3030.3	
210.43	3192.1	
210.65	5374.6	
210.86	5735.7	
211.07	3827	
211.29	3458.3	
211.5	5670.8	
211.71	5330.2	
211.93	3482.9	
212.14	3534.1	
212.35	5276.3	
212.56	5508.4	
212.78	4044.7	
212.99	3261.7	
213.2	6366.5	
213.42	5138.4	
213.63	3650.8	
213.84	3883.6	
214.06	4756.1	
214.27	4818.2	
214.48	3798.3	
214.69	4072.7	
214.91	6099.5	
215.12	6122.1	
215.33	4138.9	
215.55	4494.6	
215.76	6615.6	
215.97	5739.1	
216.18	3949.2	
216.4	3831.1	
216.61	5089.2	
216.82	5881.1	
217.04	3528.7	
217.25	3652.9	
217.46	5986.2	
217.67	5786.9	
217.89	3140.2	
218.1	3246.7	
218.31	5472.9	
218.53	5519.3	
218.74	3674.7	
218.95	3577.8	
219.16	5262.6	
219.38	6272.9	
219.59	3620.1	
219.8	4282.3	
220.01	6922.1	
220.23	5382.7	
220.44	4685.8	
220.65	3517	
220.87	5471.5	
221.08	5998.5	
221.29	3254.2	
221.5	4371.7	
221.72	7305.1	
221.93	5059.2	
222.14	4024.3	
222.35	4771.1	
222.57	5315.2	
222.78	5719.3	
222.99	3818.8	
223.2	4169.7	
223.42	5679	
223.63	5758.9	
223.84	2903.3	
224.05	2897.9	
224.27	6838.2	
224.48	6198.5	
224.69	4773.1	
224.9	4027.7	
225.12	5582.1	
225.33	5339.1	
225.54	3195.5	
225.75	3620.8	
225.97	4956.1	
226.18	5187.5	
226.39	3843.4	
226.6	3617.4	
226.82	5156.1	
227.03	4968.4	
227.24	4059.1	
227.45	3349.1	
227.67	5793	
227.88	6270.9	
228.09	4444.1	
