Wavelength	Intensities	
nm	a.u.	
179.22	1916.2	
179.44	1916.9	
179.65	1915.5	
179.86	1918.3	
180.08	1937.4	
180.29	4917.9	
180.51	3547.8	
180.72	5650.3	
180.94	6654.5	
181.15	3244.7	
181.37	3173	
181.58	5588.2	
181.79	5847	
182.01	3384.6	
182.22	3710.2	
182.44	5744.6	
182.65	4909.7	
182.87	4555.4	
183.08	4016.1	
183.29	6103.6	
183.51	5035.3	
183.72	3638.6	
183.94	5357.5	
184.15	5436.7	
184.37	5444.2	
184.58	3234.4	
184.79	4395.6	
185.01	5008.6	
185.22	5742.5	
185.44	4702.8	
185.65	3972.4	
185.86	5322.7	
186.08	4894.6	
186.29	3155.2	
186.51	3393.5	
186.72	4978.6	
186.94	5967.1	
187.15	3957.4	
187.36	4051.6	
187.58	7731.1	
187.79	5558.2	
188.01	4212.7	
188.22	6658.6	
188.43	6701	
188.65	5762.3	
188.86	3396.2	
189.08	4052.2	
189.29	5178.6	
189.5	5240.8	
189.72	3772.4	
189.93	3817.4	
190.15	5970.5	
190.36	7214.3	
190.57	4117.1	
190.79	4062.5	
191	6109.1	
191.22	6062	
191.43	4101.4	
191.64	3359.4	
191.86	6293.4	
192.07	6078.4	
192.29	3576.4	
192.5	3765.5	
192.71	6025.1	
192.93	5143.1	
193.14	3715	
193.35	3814	
193.57	5262.6	
193.78	6054.5	
194	2965.5	
194.21	3609.9	
194.42	5015.5	
194.64	5466.7	
194.85	4051.6	
195.07	4842.1	
195.28	5455.8	
195.49	4726	
195.71	5014.1	
195.92	3518.4	
196.13	5610.1	
196.35	5757.5	
196.56	5331.5	
196.78	4020.2	
196.99	7118.7	
197.2	6767.9	
197.42	4633.9	
197.63	4112.3	
197.84	4839.4	
198.06	5548.6	
198.27	3689.1	
198.48	5033.9	
198.7	5182	
198.91	5289.2	
199.13	4051.6	
199.34	4126	
199.55	5836.7	
199.77	4734.2	
199.98	3590.8	
200.19	4178.5	
200.41	5242.8	
200.62	5104.9	
200.83	4247.5	
201.05	4583.4	
201.26	5299.5	
201.47	5098.8	
201.69	3607.2	
201.9	3449.5	
202.11	5382.7	
202.33	6432.7	
202.54	3810.6	
202.76	4293.2	
202.97	5570.5	
203.18	5533.6	
203.4	4229.7	
203.61	4172.4	
203.82	5494	
204.04	5113.1	
204.25	4161.5	
204.46	4022.2	
204.68	5456.5	
204.89	5722	
205.1	3968.3	
205.32	3410.6	
205.53	5896.1	
205.74	5995.1	
205.96	2890.4	
206.17	4262.5	
206.38	5821.7	
206.6	5947.3	
206.81	4693.3	
207.02	3873.4	
207.24	5627.1	
207.45	6082.5	
207.66	3895.2	
207.88	3293.1	
208.09	5598.5	
208.3	5446.9	
208.52	3545	
208.73	3996.3	
208.94	5389.6	
209.15	6236.1	
209.37	3876.8	
209.58	4093.9	
209.79	5941.8	
210.01	5235.3	
210.22	3090.4	
210.43	3233.1	
210.65	5420.3	
210.86	5805.3	
211.07	3946.4	
211.29	3533.4	
211.5	5799.8	
211.71	5339.7	
211.93	3560.1	
212.14	3530	
212.35	5354.8	
212.56	5600.5	
212.78	4074.8	
212.99	3378.5	
213.2	6399.2	
213.42	5207.3	
213.63	3704.8	
213.84	4004.5	
214.06	4826.4	
214.27	4893.3	
214.48	3865.2	
214.69	4118.5	
214.91	6087.9	
215.12	6240.8	
215.33	4254.3	
215.55	4633.9	
215.76	6634.7	
215.97	5762.3	
216.18	4016.7	
216.4	3912.3	
216.61	5069.4	
216.82	5925.5	
217.04	3603.1	
217.25	3744.4	
217.46	6133	
217.67	5832.6	
217.89	3188.7	
218.1	3330	
218.31	5518.6	
218.53	5657.9	
218.74	3747.8	
218.95	3643.3	
219.16	5372.5	
219.38	6270.2	
219.59	3649.5	
219.8	4380.6	
220.01	7034.1	
220.23	5425.8	
220.44	4805.2	
220.65	3564.8	
220.87	5487.2	
221.08	6053.1	
221.29	3310.2	
221.5	4414.1	
221.72	7408.2	
221.93	5169.8	
222.14	4123.2	
222.35	4909.7	
222.57	5455.1	
222.78	5748	
222.99	3858.4	
223.2	4212	
223.42	5702.9	
223.63	5944.6	
223.84	2973	
224.05	2977.1	
224.27	6983.6	
224.48	6404	
224.69	4842.1	
224.9	4123.2	
225.12	5634	
225.33	5382.7	
225.54	3254.9	
225.75	3570.3	
225.97	4995	
226.18	5278.3	
226.39	3953.9	
226.6	3692.5	
226.82	5200.5	
227.03	5014.1	
227.24	4116.4	
227.45	3380.5	
227.67	5798.5	
227.88	6395.8	
228.09	4597.7	
228.3	4609.3	
228.52	5850.4	
228.73	5399.1	
228.94	3818.8	
229.15	3356.6	
229.36	5332.9	
229.58	5277.6	
229.79	3824.9	
230	4508.9	
230.21	6528.2	
230.43	5606	
230.64	4042	
230.85	4242.7	
231.06	5898.8	
231.28	5926.8	
231.49	3372.3	
231.7	3978.5	
231.91	5760.3	
232.12	5494	
232.34	3482.9	
232.55	3941	
232.76	6054.5	
232.97	5645.6	
233.18	3538.9	
233.4	4054.3	
233.61	5654.4	
233.82	5199.8	
234.03	3817.4	
234.25	3749.8	
234.46	7525.6	
234.67	5497.4	
234.88	4184.7	
235.09	3674.1	
235.31	5716.6	
