Wavelength	Intensities	
nm	a.u.	
179.22	1884.6	
179.44	1893.3	
179.65	1875.9	
179.86	1910.8	
180.08	1893.7	
180.29	4845.5	
180.51	3528	
180.72	5632.6	
180.94	6636.1	
181.15	3246	
181.37	3183.2	
181.58	5488.6	
181.79	5806	
182.01	3390.8	
182.22	3600.3	
182.44	5806.7	
182.65	4876.2	
182.87	4595.6	
183.08	3906.8	
183.29	6026.5	
183.51	5036.6	
183.72	3690.4	
183.94	5416.2	
184.15	5385.5	
184.37	5395.7	
184.58	3193.5	
184.79	4387.4	
185.01	5003.2	
185.22	5810.8	
185.44	4587.4	
185.65	3938.9	
185.86	5335	
186.08	4820.2	
186.29	3138.9	
186.51	3323.2	
186.72	5047.6	
186.94	5978.7	
187.15	3859.1	
187.36	4044.1	
187.58	7718.8	
187.79	5441.5	
188.01	4234.5	
188.22	6565.8	
188.43	6573.3	
188.65	5724.1	
188.86	3312.9	
189.08	4039.3	
189.29	5184.1	
189.5	5231.9	
189.72	3753.9	
189.93	3827.7	
190.15	5968.5	
190.36	7129	
190.57	4109.6	
190.79	3956.7	
191	6066.1	
191.22	5984.2	
191.43	4135.5	
191.64	3355.9	
191.86	6266.8	
192.07	6079.1	
192.29	3528	
192.5	3725.3	
192.71	6006	
192.93	5133.6	
193.14	3650.8	
193.35	3819.5	
193.57	5139.7	
193.78	5995.1	
194	2988	
194.21	3697.9	
194.42	4982.7	
194.64	5491.3	
194.85	3963.5	
195.07	4741	
195.28	5411.4	
195.49	4721.3	
195.71	4999.1	
195.92	3467.9	
196.13	5605.3	
196.35	5703.6	
196.56	5330.2	
196.78	4002.4	
196.99	7010.9	
197.2	6637.5	
197.42	4580.6	
197.63	4056.3	
197.84	4853.7	
198.06	5595.7	
198.27	3717.1	
198.48	4911.7	
198.7	5118.6	
198.91	5347.9	
199.13	4018.8	
199.34	4123.9	
199.55	5838.1	
199.77	4715.1	
199.98	3553.9	
200.19	4073.4	
200.41	5203.9	
200.62	4986.8	
200.83	4212	
201.05	4576.5	
201.26	5292.6	
201.47	4978.6	
201.69	3625.6	
201.9	3419.4	
202.11	5374.6	
202.33	6454.5	
202.54	3825.6	
202.76	4305.5	
202.97	5484.5	
203.18	5513.8	
203.4	4184.7	
203.61	4145.1	
203.82	5449	
204.04	5058.5	
204.25	4091.8	
204.46	3978.5	
204.68	5418.9	
204.89	5687.9	
205.1	3955.3	
205.32	3400.3	
205.53	5791.7	
205.74	5939.8	
205.96	2902.7	
206.17	4136.2	
206.38	5749.3	
206.6	5931.6	
206.81	4677.6	
207.02	3745.1	
207.24	5648.3	
207.45	6056.5	
207.66	3898.6	
207.88	3246	
208.09	5554.8	
208.3	5393	
208.52	3533.4	
208.73	3975.8	
208.94	5392.3	
209.15	6110.5	
209.37	3850.9	
209.58	4050.2	
209.79	6027.2	
210.01	5232.6	
210.22	3086.3	
210.43	3192.1	
210.65	5395	
210.86	5814.2	
211.07	3842.7	
211.29	3533.4	
211.5	5772.5	
211.71	5312.4	
211.93	3519.1	
212.14	3523.2	
212.35	5364.3	
212.56	5541.8	
212.78	4081.6	
212.99	3348.4	
213.2	6463.4	
213.42	5155.4	
213.63	3651.5	
213.84	3904.1	
214.06	4784.1	
214.27	4898.1	
214.48	3857	
214.69	4068.6	
214.91	6044.9	
215.12	6140.5	
215.33	4205.8	
215.55	4584.7	
215.76	6662	
215.97	5816.9	
216.18	3980.6	
216.4	3906.2	
216.61	5057.8	
216.82	5884.5	
217.04	3578.5	
217.25	3721.8	
217.46	6063.4	
217.67	5809.4	
217.89	3166.8	
218.1	3334.8	
218.31	5469.4	
218.53	5573.2	
218.74	3738.2	
218.95	3564.8	
219.16	5345.2	
219.38	6385.6	
219.59	3597.6	
219.8	4334.9	
220.01	6955.6	
220.23	5417.6	
220.44	4764.9	
220.65	3534.1	
220.87	5473.5	
221.08	6040.8	
221.29	3300.6	
221.5	4420.9	
221.72	7378.8	
221.93	5130.8	
222.14	4073.4	
222.35	4825.7	
222.57	5378	
222.78	5752.1	
222.99	3820.1	
223.2	4142.4	
