Wavelength	Intensities	
nm	a.u.	
179.22	1874.2	
179.44	1873.9	
179.65	1874.6	
179.86	1873.2	
180.08	1895.7	
180.29	4801.1	
180.51	3489.1	
180.72	5584.1	
180.94	6574.7	
181.15	3145.7	
181.37	3102.7	
181.58	5479.7	
181.79	5749.3	
182.01	3295.9	
182.22	3556	
182.44	5692	
182.65	4777.9	
182.87	4517.1	
183.08	3944.4	
183.29	5978	
183.51	4965	
183.72	3549.1	
183.94	5166.3	
184.15	5364.3	
184.37	5365	
184.58	3151.8	
184.79	4307.6	
185.01	4933.6	
185.22	5685.8	
185.44	4506.9	
185.65	3827.7	
185.86	5204.6	
186.08	4810.7	
186.29	3074	
186.51	3316.3	
186.72	5001.1	
186.94	5897.5	
187.15	3839.3	
187.36	3922.5	
187.58	7565.9	
187.79	5360.9	
188.01	4102.8	
188.22	6410.1	
188.43	6509.8	
188.65	5638.1	
188.86	3309.5	
189.08	3900	
189.29	5122	
189.5	5212.1	
189.72	3680.9	
189.93	3728.7	
190.15	5874.9	
190.36	7066.9	
190.57	4028.4	
190.79	3897.3	
191	5924.8	
191.22	5966.4	
191.43	4016.7	
191.64	3270.6	
191.86	6142.5	
192.07	5900.9	
192.29	3429.7	
192.5	3700.7	
192.71	5869.5	
192.93	5108.3	
193.14	3620.1	
193.35	3723.9	
193.57	5118.6	
193.78	5884.5	
194	2938.8	
194.21	3583.3	
194.42	4876.2	
194.64	5316.5	
194.85	3969	
195.07	4541.7	
195.28	5401.2	
195.49	4643.4	
195.71	4901.5	
195.92	3381.9	
196.13	5578.7	
196.35	5692.7	
196.56	5156.1	
196.78	3964.2	
196.99	6917.4	
197.2	6552.1	
197.42	4457.7	
197.63	3986	
197.84	4825	
198.06	5545.9	
198.27	3638.6	
198.48	4846.9	
198.7	5089.2	
198.91	5266	
199.13	3932.1	
199.34	3986	
199.55	5697.4	
199.77	4593.6	
199.98	3521.1	
200.19	4033.8	
200.41	5192.3	
200.62	4937.7	
200.83	4144.4	
201.05	4499.4	
201.26	5290.6	
201.47	4968.4	
201.69	3562.8	
201.9	3378.5	
202.11	5298.1	
202.33	6248.4	
202.54	3770.3	
202.76	4214	
202.97	5399.1	
203.18	5442.1	
203.4	4146.5	
203.61	4082.3	
203.82	5393.7	
204.04	5017.5	
204.25	4009.2	
204.46	3987.4	
204.68	5388.9	
204.89	5638.1	
205.1	3871.3	
205.32	3396.9	
205.53	5744.6	
205.74	5868.8	
205.96	2964.8	
206.17	4054.3	
206.38	5675.6	
206.6	5844.9	
206.81	4512.4	
207.02	3622.9	
207.24	5621	
207.45	5967.8	
207.66	3762.1	
207.88	3243.3	
208.09	5497.4	
208.3	5332.9	
208.52	3444	
208.73	3863.8	
208.94	5307	
209.15	6050.4	
209.37	3756.7	
209.58	3932.1	
209.79	5898.8	
210.01	5098.1	
210.22	3066.5	
210.43	3160	
210.65	5391.6	
210.86	5762.3	
211.07	3792.2	
211.29	3461.1	
211.5	5677	
