Wavelength	Intensities	
nm	a.u.	
179.22	1681.2	
179.44	1690.6	
179.65	1671.8	
179.86	1709.4	
180.08	1696.4	
180.29	3882.9	
180.51	2983.9	
180.72	4920.6	
180.94	5467.4	
181.15	2664.4	
181.37	2663.7	
181.58	4740.4	
181.79	4962.9	
182.01	2823.5	
182.22	2952.5	
182.44	4993.6	
182.65	4325.3	
182.87	3599	
183.08	3226.2	
183.29	5227.8	
183.51	4345.1	
183.72	2860.3	
183.94	4129.4	
184.15	4688.5	
184.37	4700.1	
184.58	2654.2	
184.79	3375.1	
185.01	4401.8	
185.22	5030.5	
185.44	3586.7	
185.65	3108.8	
185.86	4689.8	
186.08	4270.7	
186.29	2572.2	
186.51	2795.5	
186.72	4402.5	
186.94	5063.9	
187.15	3175.7	
187.36	3206.4	
187.58	6262	
187.79	4771.1	
188.01	3297.9	
188.22	4936.3	
188.43	5547.9	
188.65	4906.9	
188.86	2760	
189.08	3211.2	
189.29	4504.8	
189.5	4474.1	
189.72	2949.1	
189.93	3026.2	
190.15	5069.4	
190.36	5828.5	
190.57	3213.9	
190.79	3131.3	
191	5074.9	
191.22	5034.6	
191.43	3259	
191.64	2852.1	
191.86	5241.4	
192.07	5063.9	
192.29	2860.3	
192.5	2977.7	
192.71	5095.3	
192.93	4553.3	
193.14	2942.2	
193.35	3019.4	
193.57	4474.1	
193.78	5076.2	
194	2467.8	
194.21	2900.6	
194.42	4342.4	
194.64	4699.4	
194.85	3166.8	
195.07	3637.9	
195.28	4661.2	
195.49	4174.4	
195.71	3799	
195.92	2825.5	
196.13	4844.1	
196.35	4892.6	
196.56	4004.5	
196.78	3199.6	
196.99	5856.5	
197.2	5417.6	
197.42	3528.7	
197.63	3218	
197.84	4302.8	
198.06	4831.8	
198.27	2957.9	
198.48	3823.6	
198.7	4465.9	
198.91	4666.6	
199.13	3215.3	
199.34	3177.1	
199.55	5066.7	
199.77	4076.1	
199.98	2888.3	
200.19	3226.9	
200.41	4639.3	
200.62	4394.3	
200.83	3263.8	
201.05	3564.1	
201.26	4640	
201.47	4405.2	
201.69	2912.9	
201.9	2846	
202.11	4713.7	
202.33	5387.5	
202.54	3072.6	
202.76	3376.4	
202.97	4717.2	
203.18	4836.6	
203.4	3288.4	
203.61	3343.7	
203.82	4732.2	
204.04	4455	
204.25	3220.1	
204.46	3201.7	
204.68	4644.1	
204.89	4850.3	
205.1	3112.2	
205.32	2822.8	
205.53	4919.2	
205.74	5024.3	
205.96	2489	
206.17	3277.4	
206.38	4904.2	
206.6	5052.3	
206.81	3663.1	
207.02	3037.1	
207.24	4861.9	
207.45	5063.9	
207.66	3108.1	
207.88	2708.1	
208.09	4837.3	
208.3	4618.9	
208.52	2874	
208.73	3130.7	
208.94	4675.5	
209.15	5188.2	
209.37	3102.7	
209.58	3216.7	
209.79	5040.1	
210.01	4554	
210.22	2591.4	
210.43	2647.3	
210.65	4629.1	
210.86	4913.1	
211.07	3046.7	
211.29	2884.9	
211.5	4827.7	
211.71	4653.7	
211.93	2893.8	
212.14	2859.6	
212.35	4645.5	
212.56	4721.9	
212.78	3207.8	
212.99	2718.3	
213.2	5387.5	
213.42	4512.4	
213.63	2972.3	
213.84	3105.4	
214.06	4277.5	
214.27	4304.1	
214.48	3067.2	
214.69	3248.1	
214.91	5153.4	
215.12	5203.2	
215.33	3252.2	
215.55	3487.7	
215.76	5556.8	
215.97	4881	
216.18	3171.6	
216.4	3151.1	
216.61	4426.3	
216.82	5004.6	
217.04	2868.5	
217.25	2958.6	
217.46	5111.7	
217.67	4968.4	
217.89	2646	
218.1	2679.4	
218.31	4741.7	
218.53	4796.3	
218.74	3009.8	
218.95	2916.3	
219.16	4676.9	
219.38	5345.9	
219.59	2940.9	
219.8	3389.4	
220.01	5776	
220.23	4695.3	
220.44	3648.8	
220.65	2867.2	
220.87	4744.5	
221.08	5175.2	
221.29	2755.2	
221.5	3444	
221.72	6042.2	
221.93	4457.1	
222.14	3211.9	
222.35	3769.6	
222.57	4646.2	
222.78	5020.9	
222.99	3149.8	
223.2	3317.7	
223.42	4899.4	
223.63	4968.4	
223.84	2471.2	
224.05	2486.9	
224.27	5687.2	
224.48	5262.6	
224.69	3776.5	
224.9	3244	
225.12	4798.4	
225.33	4651.6	
225.54	2634.4	
225.75	2968.9	
225.97	4377.2	
226.18	4624.3	
226.39	3067.2	
226.6	2898.6	
226.82	4541.7	
227.03	4364.2	
227.24	3216.7	
227.45	2697.9	
227.67	4930.1	
227.88	5279.7	
228.09	3534.1	
228.3	3538.2	
228.52	4966.3	
228.73	4666.6	
228.94	2990	
229.15	2725.2	
229.36	4627.7	
229.58	4642.1	
229.79	3080.1	
230	3459.7	
230.21	5471.5	
230.43	4743.8	
230.64	3193.5	
230.85	3293.1	
231.06	4988.2	
231.28	4999.1	
231.49	2747	
231.7	3229.6	
231.91	4902.8	
232.12	4678.2	
232.34	2806.4	
232.55	3155.2	
232.76	5131.5	
232.97	4698.7	
233.18	2882.9	
233.4	3252.9	
233.61	4812	
233.82	4429.1	
234.03	3018	
234.25	2970.9	
234.46	6090.7	
234.67	4738.3	
234.88	3299.3	
235.09	2957.9	
235.31	4810	
235.52	4612	
235.73	3170.9	
235.94	2754.5	
236.15	4485.1	
236.37	5507	
236.58	2891	
236.79	3118.4	
237	4878.9	
237.21	4330.1	
237.43	3293.1	
237.64	2672.6	
237.85	7543.4	
238.06	4353.3	
238.27	3266.5	
238.48	2779.8	
238.7	4977.2	
238.91	4541.7	
239.12	3071.3	
239.33	3188	
239.54	4429.8	
239.76	4577.9	
239.97	3057.6	
240.18	3080.1	
240.39	5525.4	
240.6	4835.9	
240.82	3249.4	
241.03	2713.6	
241.24	4642.1	
241.45	5236	
241.66	2884.2	
241.87	3321.8	
242.09	5235.3	
242.3	5425.1	
242.51	3373.7	
242.72	3023.5	
242.93	4919.9	
243.14	4635.9	
243.36	3551.9	
243.57	3764.2	
243.78	5253	
243.99	4909.7	
244.2	3075.4	
244.41	2840.5	
244.63	4373.1	
244.84	4846.2	
245.05	3315.7	
245.26	3115	
245.47	4894.6	
245.68	5026.4	
245.9	3936.2	
246.11	3278.1	
246.32	4541.7	
246.53	4894	
246.74	4827.7	
246.95	2651.4	
247.16	4414.1	
247.38	4667.3	
247.59	2719	
247.8	3105.4	
248.01	4412.7	
248.22	4639.3	
248.43	2863.7	
248.64	3091.1	
248.86	4291.9	
249.07	4508.9	
249.28	2828.2	
249.49	3171.6	
249.7	5026.4	
249.91	5119.9	
250.12	2618	
250.34	2695.1	
250.55	4803.9	
250.76	4770.4	
250.97	3186	
251.18	3218.7	
251.39	5119.2	
251.6	4741.7	
251.81	3263.1	
252.03	3207.1	
252.24	4482.3	
252.45	4995	
252.66	2784.6	
252.87	3403.7	
253.08	4703.5	
253.29	5776	
253.5	2784.6	
253.72	3711.6	
253.93	4584.7	
254.14	5315.8	
254.35	2992.1	
254.56	3079.5	
254.77	4804.5	
254.98	4417.5	
255.19	2953.2	
255.41	3646.7	
255.62	4734.2	
255.83	5107.6	
256.04	3289	
256.25	3170.3	
256.46	5533.6	
256.67	4474.1	
256.88	3166.8	
257.09	3508.2	
257.31	4360.8	
257.52	4427.7	
257.73	3960.1	
257.94	2933.4	
258.15	4611.3	
258.36	4696	
258.57	3679.5	
258.78	2458.9	
258.99	5042.1	
259.2	4515.8	
259.41	2997.5	
259.63	3081.5	
259.84	5290.6	
260.05	5535	
260.26	3721.8	
260.47	2905.4	
260.68	5051	
260.89	4555.4	
261.1	3497.9	
261.31	2886.3	
261.52	5145.9	
261.73	5381.4	
261.95	3744.4	
262.16	3303.4	
262.37	5132.2	
262.58	5233.9	
262.79	3703.4	
263	3022.1	
263.21	4657.8	
263.42	4251.6	
263.63	3232.4	
263.84	2981.2	
264.05	5048.2	
264.26	5279	
264.47	3602.4	
264.69	3211.2	
264.9	5255.8	
265.11	4740.4	
265.32	2897.9	
265.53	2911.5	
265.74	4801.1	
265.95	4240.7	
266.16	3155.9	
266.37	3392.8	
266.58	4777.2	
266.79	4503.5	
267	3045.3	
267.21	2792.7	
267.42	4363.5	
267.63	4631.1	
267.84	3067.9	
268.06	2728.6	
268.27	5027.8	
268.48	5205.9	
268.69	3044.6	
268.9	3444	
269.11	5162.2	
269.32	4251.6	
269.53	3065.8	
269.74	2894.5	
269.95	4906.9	
270.16	4254.3	
270.37	3114.3	
270.58	3523.2	
270.79	4567.7	
271	5056.4	
271.21	3259.7	
271.42	3149.1	
271.63	4839.4	
271.84	4339	
272.05	2560	
272.26	2809.1	
272.47	4693.3	
272.68	4797	
272.89	3045.3	
273.11	3395.5	
273.32	4518.5	
273.53	5334.3	
273.74	3299.3	
273.95	3210.5	
274.16	5065.3	
274.37	4715.8	
274.58	3418.7	
274.79	2758.6	
275	4783.4	
275.21	5041.4	
275.42	3988.1	
275.63	3426.9	
275.84	4852.3	
276.05	5913.9	
276.26	3217.4	
276.47	3039.2	
276.68	4564.9	
276.89	5394.3	
277.1	3405.1	
277.31	2805.7	
277.52	4871.4	
277.73	5129.5	
277.94	2750.4	
278.15	3029.6	
278.36	4851.6	
278.57	4373.1	
278.78	3002.3	
278.99	3329.3	
279.2	4487.1	
279.41	4432.5	
279.62	3852.9	
279.83	2807.8	
280.04	5478.3	
280.25	4392.2	
280.46	3803.8	
280.67	3087	
280.88	4427	
281.09	5145.9	
281.3	3248.8	
281.51	3948.5	
281.72	4506.9	
281.93	5018.9	
282.14	2940.9	
282.35	3110.9	
282.56	5098.1	
282.77	5008.6	
282.98	3063.1	
283.19	3607.8	
283.4	5948	
